Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Software Developer 3,,"Providence St. Joseph Health is calling a Software Developer 3 to our location in Beaverton, OR.

We are seeking a Software Developer 3 to be a member of an Agile software development team (Scrum or Kanban) in the PHP Information Services (IS) Department. As senior software developer they will be expected to work well within their agile team, foster collaboration, mentor teammates and other members of the IS Department, and provide opinion and expertise on technical issues all while embracing Agile Principles and Values.

The Software Developer 3 performs a variety of technical administration, development, and support functions for Information Services. Works with customers, vendors, consultants and other Information Services staff in performing their duties. On-call support is a requirement for any Developer position. Developers are required to provide 24/7 on-call support on a rotational basis.

In this position you will have the following responsibilities:

Working as an effective team member in an Agile Scrum or Kanban team.
Providing technical expertise and mentoring to their fellow Agile team members and members of other teams.
Gather and analyze complex business requirements.
Specify and implement technical plans for complex solutions.
Combine business and technical knowledge to gain agreement and implement solutions within cross-functional teams.
Verify correctness of software using manual and automated testing strategies.
Verify performance of software using load testing and other strategies.

Qualifications:

Required qualifications for this position include:

Associate Degree plus 6 years of demonstrated software development experience in an enterprise environment OR;
Bachelor's Degree plus 4 years of demonstrated software development experience in an enterprise environment OR 6 year degree plus 2 years of demonstrated software development experience in an enterprise environment OR
8 years demonstrated software development experience in an enterprise environment.

Preferred qualifications for this position include:

3 Years of experience working with Visual Studio, C#, .NET Framework, ASP.NET and Angular JS
3 Years of experience with fundamental front end languages such as HTML, CSS, Typescript and JavaScript
Good understanding of AJAX, and JavaScript DOM manipulation techniques
Strong SQL knowledge and ability to write or work with StoredProcedures and Functions in MS SQL environments
Demonstrated experience working with WebServices
Preferred exposure to working with JSON, large XML’s and Transformations
Experience working with Team Foundation Server, SourceSafe or other source control programs including Git
Demonstrated experience in debugging and troubleshooting legacy code base
Previous work experience in Agile Methodologies
Exposure to DevOPS and CI/CD preferred.
Demonstrated experience of participating in team projects while having the ability to work independently on assignments as well
Critical thinker and expert problem solving skills
Excellent organizational and communication skills

About the department you will serve.

Providence Shared Services provides a variety of functional and system support services for our Providence family of organizations across Alaska, California, Montana, New Mexico, Oregon, Texas and Washington. We are focused on supporting our Mission by delivering a robust foundation of services and sharing of specialized expertise.

For information on our comprehensive range of benefits, visit:

http://www.providenceiscalling.jobs/rewards-benefits/

Our Mission

As expressions of God’s healing love, witnessed through the ministry of Jesus, we are steadfast in serving all, especially those who are poor and vulnerable.

About Us

Providence is a comprehensive not-for-profit network of hospitals, care centers, health plans, physicians, clinics, home health care and services continuing a more than 100-year tradition of serving the poor and vulnerable. Providence is proud to be an Equal Opportunity Employer. Providence does not discriminate on the basis of race, color, gender, disability, veteran, military status, religion, age, creed, national origin, sexual identity or expression, sexual orientation, marital status, genetic information, or any other basis prohibited by local, state, or federal law.

Schedule: Full-time

Shift: Day

Job Category: Development

Location: Oregon-Beaverton

Req ID: 259856",3.5,"Providence Health & Services
3.5","Beaverton, OR",,10000+ Employees,1855,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),
CA Plex Developer,,"Job Description*
Company is seeking an experienced CA Plex Developer to fill a full time position in New Orleans, LA.

Candidates should have at a minimum, 3 years of experience with CA Plex. Additional background in SQL Server, Web Client and Java development is a plus.
Required Qualifications: *
CA Plex v6.1 or higher
SQL Server and/or DB2/400
Web Services (SOAP, REST, WCF)
One or more of the following: Java, C#, HTML5, Sencha Touch, JavaScript, Mobile
Ability to manage multiple, concurrent projects and priorities.
Familiarity with test practices for unit test and system test.
Experience with and ability to deliver complete documentation for estimates, design and development
Ability to complete impact analysis across multiple platforms and applications integrated into both internal and external applications and processes.
Job Type: Full-time

Experience:
CA Plex Development: 3 years (Preferred)
Location:
New Orleans, LA (Preferred)",,Confidential- Logistics,"New Orleans, LA",,,,,,,,
Full Stack Web Developer,,"Imagine what you could do here. At SnackCrate, new ideas have a way of becoming extraordinary products, services, and customer experiences very quickly. Bring passion and dedication to your job and there's no telling what you could accomplish!

The people here at SnackCrate don’t just sell snacks — they build the kind of monthly surprise only SnackCrate can provide.

As an engineer in the web development team, you will be part of a team-building infrastructure and tools for exciting new things at SnackCrate. We build web services that work at scale to support new products and also enable development workflows. We are looking for a full stack developer who can build APIs, back-ends, and tools that interact with cutting-edge hardware and other web services. You will be part of every stage of development from concept to deployment.

If you're passionate about the user experience, want to be part of a group that works on very early stage products, have the opportunity to shape them, and enjoy crafting robust, scalable, and maintainable services, we may be the team for you!

Key Qualifications
Excellent PHP development experience.
Expertise with cloud services, such as AWS
Full-Stack web development, including JavaScript, web-standards, and
modern frameworks.
Expertise in building highly available production services, including
deployment automation, infrastructure-as-code, monitoring, and scaling.
Good understanding of containers, build systems, and infrastructure

automation.
Description
Develop and maintain highly reliable and scalable web services and UIs that enable users to interact with SnackCrate products.
Understand product requirements, engage with team members and customers to define solutions, and estimate the scope of work required.
Collaborate with, mentor, and influence members within your team and across other teams at SnackCrate.
Deliver solutions that can keep up with a rapidly evolving product in a timely fashion.
Education and Experience
BS/MS in Software Engineering or Equivalent Experience",3.9,"SnackCrate, Inc.
3.9","Denver, CO",,201 to 500 Employees,2015,Company - Private,Food & Beverage Stores,Retail,Unknown / Non-Applicable,
Full Stack Developer,,"OmniResponse is a technology development firm with a presence in Texas, Wisconsin and Michigan. We are a business software solutions company that utilizes telemetry hardware to connect businesses with the information they need the most for everyday decisions. Our flagship product is the OmniResponse Platform (www.omni-response.com), specializing in customized telemetry solutions. We have built out this platform to offer superior safety monitoring/tracking of people, vehicles, assets and more. The solution includes mobile, embedded and web applications to ensure situational awareness and real-time response. We have unique developments in indoor location tracking, radio integration, gun shot detection solutions and more. We use agile development processes to build on our OmniResponse platform. We're committed to working with innovative and passionate people. We need team players who can go above and beyond their individual responsibilities to help the company accomplish its mission. If you are a creative and hard-working person interested in working with a close-knit group of highly talented people, OmniResponse is the right place for you!

We are currently looking to add a Full Stack Software Engineer to our team, with an emphasis on .NET MS development. The ideal candidate is passionate about technology and excels in web application development in particular. This individual will provide a high level of service and support to our multiple brand operations and should have a proven track record of developing and supporting dynamic websites and online applications. The focus of this position is on front-end development. However, there is an opportunity also to work on back-end development if desired.
Requirements and Development Skills: *
Experience with version control systems (Git, DevOps, etc.)
Experience with a Visual studio development environment
Working with REST APIs, Creating/parsing data in various formats
Working with various data transfer protocol
Experience with object oriented programming languages
Expertise with .NET MVC4, HTML5, JavaScript, jQuery, CSS, bootstrap
Experience with SQL queries and any relational database systems
Integrating multiple applications together and transferring data back and forth
Experience with mobile web development
Knowledge of responsive design
Essential Attitude, Skills and Experience: *
Bachelor’s / Master’s Degree in computer science, engineering or mathematical field of study; At least 2 of recent professional web programming work experience
Working in a agile work environment
Working in a development team of more than five individuals
Working on live web applications that businesses rely upon
Ability to work with other team members to estimate effort, propose and work towards realistic delivery milestones, deliver quality software at a fast pace.
Ability to work with and communicate clearly with non-technical end user
Ability to thrive in a fast-paced, dynamic environment while being able to maintain a high quality bar
Realistically estimating how long tasks take to reach objectives
Must be flexible and able switch from one project or task to another easily
Desire and willingness to learn new technology and tools
Be results-oriented with strong independent time management skills
Ability to think creatively to find unique solutions
Ability to troubleshoot large scale production systems
A passion to use technology to solve business challenges
Ability to identifying when you are stuck or road blocked so you can be supported by the team
Compensation and Benefits: *
Standard Benefits:
Excellent Salary Package
Paid Time Off and Flex Time Benefits
This is only for direct full-time candidates in Texas *
This is NOT for agencies, contract work, or recruiters.*
Must have authorization to work in the US without sponsorship.*
Job Type: Full-time

Pay: $55,000.00 - $90,000.00 per year

Benefits:
Flexible schedule
Paid time off
Schedule:
Monday to Friday
Education:
Bachelor's (Preferred)
Willingness To Travel:
25% (Preferred)
Work Location:
One location
Work Remotely:
No",,OmniResponse,"El Paso, TX",,,,,,,,
Software Developer,,"Come join a growing financial technology company that’s leading the marketplace in both the marketing and servicing of credit cards!* Continental Finance Company specializes in credit card options for those consumers with less than perfect credit. We are seeking a Software Developer to support out Information Technology team.
As a full stack Software Developer at CFC, you will be exposed to all facets of the business and be encouraged to learn and develop skills both within and beyond your role. You’ll be working in the highly collaborative office developing and working with machine learning technology, surrounded by passionate, high-performing individuals to solve complex problems and make a meaningful impact on the business!
Essential Functions: *
· Designing, coding, testing, debugging, and supporting both Web and Windows Applications using a variety of Microsoft technologies, including .*Net, C# and SQL Server*.

· Working with *Amazon Web Services (AWS)* or a comparable cloud services provider

· Application development (coding & programming with *C#, SQL Server*)

· Developing, refining, and tuning integrations between applications. Analyzing and resolving technical and application problems

· Providing analysis & troubleshooting for production issues & code deployment activity

· Contributing to user interface design and development

· Learning new technologies and keeping abreast of existing technologies and applying these to a variety of projects as applicable.

· You will be encouraged to take initiative to find opportunities for application and process improvement and prepare documentation of rationale to share with team members and other affected parties.
The ideal candidate will have the following: *
· Bachelor’s Degree in Computer Science, Engineering or a related field; or equivalent education/experience in a computer science field

· Minimum 7 years' experience as a Software Developer, Software Engineer or similar role utilizing *Microsoft technologies*

· Strong experience with *C# programming language* and/or other .*NET languages*

· Knowledge of web service concepts (*REST, JSON, XML*).

· Knowledge of *SQL Server technologies* and experience developing database applications using SQL server.

· Strong *object-oriented programming* and design skills

· Familiarity with *Agile* development methodologies

· Demonstrated knowledge of Microsoft development technologies, including *.Net, C#, MVC.Net and SQL Server. and frameworks/systems (e.g. AngularJS, Git)*

· Experience with web services and web API development.

· Extensive experience with unit and integration testing.

· Experience analyzing and resolving technical issues.

· Knowledge of web technologies, such as HTML, CSS and Javascript.

· Ability to learn new languages and technologies

· Demonstrated understanding of projects from the perspective of both client and business

· Strong attention to detail

· Ability to meet deadlines and drive projects through to completion

· Resourcefulness and troubleshooting aptitude

· Strong critical thinking and problem-solving skills

Job Type: Full-time

Pay: $80,000.00 - $100,000.00 per year

Benefits:
401(k)
Dental insurance
Health insurance
Life insurance
Paid time off
Vision insurance
Schedule:
Monday to Friday
Experience:
Software Development: 7 years (Preferred)
C#: 2 years (Preferred)
Education:
Bachelor's (Preferred)
Location:
Wilmington, DE 19808 (Required)
Work authorization:
United States (Required)
Work Location:
One location
Visa Sponsorship Potentially Available:
No: Not providing sponsorship for this job
Benefit Conditions:
Waiting period may apply
Only full-time employees eligible
Work Remotely:
Temporarily due to COVID-19",4.1,"Continental Finance Company, LLC
4.1","Wilmington, DE",,51 to 200 Employees,2005,Company - Private,Lending,Finance,Unknown / Non-Applicable,
"Software Developer, Senior",,"Secure our Nation, Ignite your Future

Become an integral part of a diverse team while working at an Industry Leading Organization, where our employees come first. At ManTech International Corporation, you’ll help protect our national security while working on innovative projects that offer opportunities for advancement.

Currently, ManTech is seeking a motivated, career and customer-oriented Senior Software Developer to join our team in Hanover, MD.

Responsibilities include, but are not limited to:

Performing system and subsystem definition, preliminary and detailed design, design implementation, and subsystem and system integration and tests for a system.
Participating in software requirement review, preliminary and critical design, integration readiness review, and software acceptance review.
Researching the marketing requirements for a product, including target environment, performance criteria, and competitive issues.
Interacting with senior customer personnel on significant technical matters, often requiring coordinated activity across organizational lines.
Providing technical guidance to lower level software engineers.
Designing ideas for new capabilities or recommendations for improvements to existing capabilities.
Demonstrating expert knowledge of multiple programming languages such as Java, Python, or PERL.
Demonstrating knowledge of multiple software development methodologies (e.g. Scrum, TDD, Waterfall).
Demonstrating expert level knowledge of security concepts, networks, device drivers, & system internals are applied in daily tasks.
Demonstrating expert knowledge in at least one technology area (e.g. Windows, Unix, Mobile, Network devices).
Communicating status with leadership and customers.
Contributing to the completion of milestones associated with specific projects.
Providing solutions to a variety of complex technical problems.
Determining computer user needs; analyzes system capabilities to resolve problems on program intent, output requirements, input data acquisition, programming.
Ensuring software standards are met.
Leading the design, development, documenting, testing and debugging of applications software and systems that contain logical and mathematical solutions.
Leading a project developing hardware or software based CNO capabilities providing direction to other CNO developers.
Planning and conducting assignments, generally involving the larger and more important projects or more than one project.

Basic Qualifications:

6 years of programming required
Experience with build environments such as Gradle and Maven
Developing software to satisfy customer requirements
Debugging software and troubleshooting
Software design and architecture
Experience with Object Oriented Analysis and Design
Familiarity with Version Control
Knowledge of SQL-based databases, preferably Oracle, and/or NoSQL data stores, such as MongoDB
Knowledge of agile software development methodology
Knowledge of XML and XSLT
Bachelor's Degree (in Computer Science or related field) or 8 years of related experience in lieu of the degree.

Preferred Qualifications:

MicroServices
Hibernate/JPA
Concurrency
Angular.js or similar JavaScript GUI frameworks
Java with Spring/Springboot
Subversion and/or Git experience
Experience using VMWare (preferably ESX)

Clearance Required:

Active TS/SCI with Polygraph is required to be considered.

Physical Requirements:

Must be able to remain in a stationary position 50%
Constantly operates a computer and other office productivity machinery, such as a calculator, copy machine and computer printer.
The person in this position frequently communicates with co-workers, management and customers, which may involve delivering presentations
Working with Data
Move about freely in a laboratory setting
Repetitive Motions

ManTech International Corporation, as well as its subsidiaries proactively fulfills its role as an equal opportunity employer. We do not discriminate against any employee or applicant for employment because of race, color, sex, religion, age, sexual orientation, gender identity and expression, national origin, marital status, physical or mental disability, status as a Disabled Veteran, Recently Separated Veteran, Active Duty Wartime or Campaign Badge Veteran, Armed Forces Services Medal, or any other characteristic protected by law.

If you require a reasonable accommodation to apply for a position with ManTech through its online applicant system, please contact ManTech's Corporate EEO Department at (703) 218-6000. ManTech is an affirmative action/equal opportunity employer - minorities, females, disabled and protected veterans are urged to apply. ManTech's utilization of any external recruitment or job placement agency is predicated upon its full compliance with our equal opportunity/affirmative action policies. ManTech does not accept resumes from unsolicited recruiting firms. We pay no fees for unsolicited services.

If you are a qualified individual with a disability or a disabled veteran, you have the right to request an accommodation if you are unable or limited in your ability to use or access http://www.mantech.com/careers/Pages/careers.aspx as a result of your disability. To request an accommodation please click careers@mantech.com and provide your name and contact information.",4.2,"ManTech International Corporation
4.2","Hanover, MD",,5001 to 10000 Employees,1968,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),
AVP Cyber Risk Institute,,"The Cyber Risk Institute (CRI) is a not-for-profit coalition of financial institutions and trade associations, protecting the global economy by enhancing cybersecurity and resiliency through standardization. Our Financial Services Cybersecurity Profile tool is the benchmark for cyber security and resiliency in the financial services industry. As an organization, CRI maintains the Profile and is guided by our membership of over thirty leading financial services firms around four key lines of effort – expanding the Profile’s use among industry, educating the regulatory community on the Profile to drive their acceptance, integrating additional regulations into the Profile to expand its reach, and developing the Profile into an online Platform.

CRI is a separate division of the Bank Policy Institute (BPI) and often works with BPI’s BITS team. Launched in May 2020, CRI is building a lean, highly collaborative staff. This position is traditionally located in Washington, D.C. but can also be remote (with the ability to travel to D.C. as required post-pandemic).
Responsibilities: *
The AVP CRI will support the development and implementation of CRI by handling technical, program, and administrative/project management functions within CRI. This individual will interface directly with executive and/or C level personnel from CRI’s member institutions, facilitating their contributions to various CRI Committees, working groups, and workstreams. The AVP CRI would lead these individuals in developing and integrating financial services cyber standards and regulations into the Profile. As part of that responsibility, the AVP CRI will:

· Serve as the primary interface with standards development organization personnel from organizations such as NIST and ISO.

· Ensure the Profile is formatted to be integrated into various governance, risk and compliance platforms by converting the Profile into application formats such as Java Script Object Notation (JSON) and other relevant interface formats.

· Research and analysis on assigned issues and projects, such as identifying and tracking relevant consultations and comment periods of interest to CRI’s mission and membership such as Federal Register notices for NIST and financial services regulatory agencies (FFIEC, FRB, OCC, FDIC, NCUA, SEC, CFTC).

· Drafting and/or editing CRI collateral documents – such as official letters, website content, external communications and briefing material, and internal records.

· Recording formal minutes or informal notes for specific meetings.

· Monitoring and managing CRI Committee and working group schedules.
Qualifications*
As a new addition to a small team, this role requires an individual who is a self-starter, capable, flexible, and innovative, and possesses strong communication skills and critical thinking. This person would be capable of working independently as well as part of a team. Additional qualifications include:

· A bachelor’s degree in a relevant field.

· Working knowledge of MS Excel macro creation and how to format Spreadsheet documents into the JavaScript Object Notation (JSON) format and other relevant interface formats.

· Detailed technically oriented mind with comfort in performing research work.

· Comfortable exploring new technology and the building of “apps.”

· Able to communicate effectively whether in-person or when remote.

· Experience or interest in project management, operations and/or administration management.

· A background or interest in cybersecurity policy, financial services, financial services technology, and project management is preferred.

Job Type: Full-time

Pay: $30.00 - $45.00 per hour

Benefits:
401(k)
401(k) matching
Dental insurance
Disability insurance
Employee assistance program
Flexible schedule
Flexible spending account
Health insurance
Life insurance
Paid time off
Parental leave
Professional development assistance
Retirement plan
Tuition reimbursement
Vision insurance
Schedule:
Monday to Friday
Supplemental Pay:
Bonus pay
Experience:
Program Management: 3 years (Preferred)
project management: 3 years (Preferred)
Work Location:
One location
Company's website:
www.bpi.com
Work Remotely:
Temporarily due to COVID-19",4.1,"BPI
4.1","Washington, DC",,1 to 50 Employees,2008,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,
Software Test Engineer,,"About Us
SURVICE Engineering is nationally recognized as a single-source provider for Government and industry organizations involved in all phases of the systems engineering process. We're proud to have supported the development, testing, and analysis of many of the major U.S. combat systems in the field today.

Position Summary
SURVICE is seeking to hire a full-time Software Test Engineer to perform software testing in all phases of the application development, test, release, integration, and maintenance lifecycle.

Primary Duties & Responsibilities

Write test plans, test procedures, and test reports
Conduct software testing utilizing a variety of software test tools
Execute test scripting and command line tools in UNIX, Linux, and Windows environments
Test applications developed in C/C++, Java, SQL, Python, Ruby on Rails, JavaScript, and Qt
Test software that has been written and documented in accordance with MIL-STD-498
Test software that must comply with RTCA/DO-278A (Software Integrity Assurance Considerations for Communication, Navigation, Surveillance and Air Traffic Management (CNS/ATM) Systems) as well as DO-332 (Object-Oriented Technology and Related Techniques)

Minimum Qualifications
Bachelor's degree in computer science, math, or engineering, is preferred. Minimum of 5 years of experience in software testing.

Possess thorough knowledge of s/w testing tools
Fluent in UNIX, Linux and/or Windows as well as scripting and command-line tools
Experience with testing software developed in C++
Possess excellent communication skills (written and verbal)

Preferred Experience

VxWorks 653 Real-Time Operating System (RTOS)
Understanding of various development methodologies, such as Agile and Scrum, and software testing platforms or environments
Experience with testing or development in C, Java, SQL, Python, Ruby on Rails, JavaScript, and Qt is a plus
Programming skills and an understanding of databases

Security Clearance Requirement

Active DoD Secret clearance is required

SURVICE Engineering is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, or any other characteristic protected by law. VEVRAA Federal Contractor.",3.7,"SURVICE Engineering Company
3.7","Lexington Park, MD",,201 to 500 Employees,1981,Company - Private,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD),
Data Acquisition Engineer (SCADA/Web Backend),,"GameChange Solar is one of the fastest growing, most dynamic companies in the rapidly growing solar industry. We have top quality solar racking and tracker products that generate the most amount of energy, are the fastest to install, and the most cost effective.

The Data Acquisition Engineer will work in development to improve our framework for data acquisition and control of our fleet of 100's of MW of solar trackers. They will also develop tools for data processing and visualization to provide for new features for our products. This is an exciting opportunity for an engineer with experience in web design and SCADA who has solid communication skills.We offer a solid base with significant bonus upside for exceptional performance.

Roles and responsibilities include but will not be limited to:

· Develop a system for local SCADA interfacing

· Configure software suites to meet our system needs

· Develop custom applications to perform data acquisition and reporting

· Create user-friendly HMIs

· Work with engineering team to design and develop our back end for data acquisition and control

· Use machine learning techniques to improve system performance

Skills and Education:

· Experience with networks and SCADA

· Experience with backend web design

· Python, Google VM, Linux, Javascript/css/html Node, React, LabView

· Experience with Modbus, TCP, SSH, SFTP

· Knowledge of NEC, NERC, CIP, industry protocols (IEC-61850, DNP, Modbus, OPC), Ethernet systems, protocol analyzers, and industry SCADA practices

· Experience with SCADA integration software such as Kepware, Aggregate, Zenon

· Bachelor's Degree in Electrical Engineering with preferred emphasis in software, integration and automation, and industrial controls

· 2+ years experience in SCADA, industrial controls, or backend web design

· Strong Communication skills: Mastery of written and spoken English required

Salary DOE

Business Casual attire when in office setting.

PPE and GCS attire for onsite visits.

Job Type: Full-time

Benefits:
401(k)
Dental insurance
Health insurance
Paid time off
Retirement plan
Vision insurance
Schedule:
Monday to Friday
Supplemental Pay:
Bonus pay
Experience:
SCADA: 2 years (Preferred)
Networks: 2 years (Required)
Backend Web Design: 2 years (Preferred)
Education:
Bachelor's (Preferred)
Work authorization:
United States (Required)
Application Question:
List a brief description of what we make
Company's website:
gamechangesolar.com
Benefit Conditions:
Waiting period may apply
Only full-time employees eligible
Work Remotely:
Temporarily due to COVID-19",2.5,"GameChange Solar
2.5","Norwalk, CT",,51 to 200 Employees,2012,Company - Private,Energy,"Oil, Gas, Energy & Utilities",Unknown / Non-Applicable,
Full Stack Engineer,,"ClearCube is in a growth mode. If you are seeking a rewarding career opportunity with a growing company that is a catalyst in the evolution of computing, then you should consider ClearCube. Well-funded, profitable, and experiencing explosive growth, we are always looking for exceptional people to add to our team. Competitive salaries and a comprehensive benefits package make ClearCube a great choice. A fun and challenging work environment make this opportunity anything but ordinary.

ClearCube is headquartered near Austin, Texas, an established technology center and one of the country’s highest-rated lifestyle cities. We are actively looking for energetic, motivated people who thrive on creativity and responsibility.
Full Stack Software Engineer *
We are looking for a self-starter Full Stack Engineer that is passionate about technology to drive various improvements in our Sales, Marketing and Manufacturing applications and teams. As part of the Product Engineering team, you will be the driving force behind our efficiency improvements related to our ERP system mainly and building new applications to make our current system better and coming up with new concepts. You will also be responsible for updating and making improvements to our e-commerce configurable Website. To meet this challenge, you will need the experience in the Microsoft, LAMP and MEAN stack as well as the complex needs of ClearCube’s internal and external customers.
Key Responsibilities: *
Analyzing our ERP database and optimization and suggesting better implementations on normalization and efficiency
Developing new Windows Forms in our ERP system called M1 by ECI to help Operations, Manufacturing and Sales teams
Reporting to manager about any impediments, support and updates
Managing the website for any optimization for functionality as well as performance
Maintaining our web server
Working and syncing with your team to resolve issues and provide answers to improve efficiency and come up with new applications for internal processes and new products
Learning and keeping up with new technology frameworks on the front-end, middleware or backend.
Developing applications and utilities across different platforms
High self QA standards, ability to craft code that is not only functional but also clean and maintainable
Ability to work both independently as well as in a team setting
Experience in developing Product Requirements Documents
Project estimation/planning skills – specifically agile development practices and tools
Must Haves: *
Experience in Database development using aggregate functions, clustering, indexing, scalability, joins, constraints, normalization, etc.
Building Windows forms with Visual Basic to create reports and coding in Crystal Reports to develop reports
Good understanding of the Microsoft Stack from the BIOS, OS, IIS Server, .NET
LAMP and MEAN stack experience and understanding different distros like RHEL, Ubuntu, CENTOS, etc.
High knowledge of Command Line Interface and BASH commands
API development and understanding POST, GET, PATCH, DELETE, tokens, JSONP, CORS, etc. Also, setting up a web server to handle API requests
Being able to code in different languages, Visual Basic being priority, C#, JavaScript/Node.js, HTML, CSS, Python, PHP
Cloud platform systems like Google Cloud, AWS and Azure experience
NGINX, Apache, IIS web servers and server management experience
Microservices and use of containers and virtual environments like Docker
E2E and Unit testing experience
BS/BA in Science, Technology, Engineering, and Mathematics or related experience
3+ years of proven experience as a software engineer
1+ years of demonstrable experience of working with and tailoring ERP systems.
Nice to have’s: *
Machine Learning/AI experience
DevOps and networking experience
BIOS development using C and assembly
Physical Demands: *
The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job.

· The employee must regularly lift and or move up to 25 pounds, frequently lift and/or move up to 50 pounds.

· Employee must be able to regularly sit, use hands and fingers, handle, feel and talk or hear.

· Must be able to stand, walk and stoop, kneel, couch or crawl
Salary Range: *
$60,000 to $80,000 depending on qualifications and experience.
Benefits: *
ClearCube is an equal opportunity employer and strives to provide a work environment free of discrimination and harassment. We offer competitive salaries, bonus program based on company achievement, health benefits with unparalleled growth and development opportunities all to create a compelling and rewarding work environment.

If you are the kind of communicator who can make compelling technology even more irresistible, this is your opportunity. Thank you for your interest in working with us. We are eager to work with you!

To join the ClearCube team, where your talent and contribution will be respected, contact us at jobs on the ClearCube.com web-site.

\*\* Candidates must be LOCAL to the Greater Austin area. Non-local candidates will not receive a reply \*\*

\*\* No recruiters or placement firms - no response will be given \*\*

Job Type: Full-time

Pay: $60,000.00 - $80,000.00 per year

Benefits:
401(k)
Dental insurance
Employee assistance program
Flexible spending account
Health insurance
Life insurance
Paid time off
Vision insurance
Schedule:
Monday to Friday
COVID-19 considerations:
In order to keep our employees as safe as possible, we have implemented additional cleaning in our facility as well as supplying hand sanitizer and masks. In addition all visitors have their temperature checked and are screened per establish Guidelines.

Work Location:
One location
This Job Is:
A job for which military experienced candidates are encouraged to apply
Open to applicants who do not have a college diploma
Company's website:
clearcube.com
Company's Facebook page:
https://www.facebook.com/clearcubetech
Benefit Conditions:
Only full-time employees eligible
Work Remotely:
No",4.2,"ClearCube Technology, Inc.
4.2","Leander, TX",,1 to 50 Employees,1997,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),
"JavaScript Developer- Remote BC, ON, QC",,"Remote- Anywhere in BC, Quebec, Ontario

About the company

xMatters helps enterprises prevent, manage and resolve IT incidents. xMatters industry- leading Digital Service Availability platform prevents IT issues from becoming big business problems. Large enterprises, small workgroups, and innovative DevOps teams rely on its proactive issue resolution service to maintain operational visibility and control in today’s highly fragmented IT environment. xMatters provides toolchain integrations to hundreds of IT management, security, and DevOps tools. xMatters is the primary Digital Service Availability platform trusted by leading global companies and innovative challengers including BMC Software, Credit Suisse, Danske Bank, DXC technology, Experian, Intuit, NVIDIA, Sony Network Interactive, ViaSat and Vodafone. xMatters is headquartered in San Ramon, California and has offices worldwide.

Interviewing and working with us during COVID:
All interviews will be conducted via video conferences
This is a full-time remote position with no requirement to come to the office.
We follow the guidance of health authorities in each jurisdiction where we have offices
We have developed health and safety procedures and guidelines for employees who want to continue working at our offices

The Position

xMatters is looking for a full-time, server-side JavaScript developer to help integrate our software with a variety of other software systems and cloud platforms. If you’re looking for an opportunity to work with different technologies and frameworks and enjoy the challenge of working with APIs and third-party systems, we’d love to hear from you. You’ll be joining a supportive and growing team of developers at an established, late-stage startup. This is your chance to:
Work with different partners to understand their systems and how they can integrate successfully with our software.
Collaborate with product management and other development teams to produce simple-to-use tools that our customers can easily integrate into their workflows.
Expand our library of supported integrations that make xMatters the platform of choice for our customers.
Help develop high quality code using best practices that can be used and extended by our customers.
Work with the latest technologies and processes in a cloud-based environment.
We’re focused on keeping the world’s digital services available and our integrations form the basis of making that possible for our customers.
Other things to know

This position is for a full-time remote developer reporting to the Integrations Team Lead. Only candidates with legal status to work in Canada and who are residents of British Columbia, Ontario, or Quebec will be consideredSuccessful candidates will possess the following
Degree or diploma in Computer Science, Software Engineering, or equivalent experience.
3+ years’ experience in a software development position
Experience with JavaScript on the server side
Experience using various data interchange formats like JSON and XML
An enjoyment of problem solving and analytical thinking
Experience with web services such as REST and SOAP
Experience consuming REST APIs (bonus points for building effective REST APIs)
And, of course, any (or all!) of the following qualifications are also valuable
Proficiency using Java
Experience integrating with enterprise systems
Familiarity with a variety of operating systems and scripting languages
Keen desire to innovate and create state-of-the-art software
Proficiency with Front End web technologies such as HTML, CSS and client-side JavaScript
Proficiency with other programming languages such as Python or Ruby
Experience with certified applications for PAAS products such as ServiceNow or Salesforce
Experience with GCP or AWS
Experience with Kubernetes or container orchestration
Experience with database management systems (PostgreSQL, SQL Server, Oracle, DB2)
Experience with Node.js, Express.js and Redis
Conditions of Employment
Legally able to work in Canada; resident of BC, Ontario, or Quebec
Background check
Agree to acceptable use policy
Tell us why you'd be a great fit for this position
Include your resume
Please apply on our website",4.6,"xMatters
4.6",Remote,,201 to 500 Employees,2010,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),
