Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Front End Developer,$50K-$91K (Glassdoor est.),"Company Profile: *
CaptiveAire is the nation’s leading manufacturer of commercial kitchen ventilation systems, and now provides a complete solution of fans, heaters, ductwork and HVAC equipment. For over 40 years, we’ve led the industry with innovative technologies, unmatched service, competitive pricing, and rapid lead times.

CaptiveAire maintains a network of over 90 sales offices in the U.S. and Canada and six strategically located manufacturing plants in North Carolina, Iowa, Oklahoma, California, Pennsylvania and Florida.
Job Description: *
This position will work on a small team and assist in managing multiple websites for HVAC/ventilation and school brands (Pre-K-12 schools founded by our CEO). Captiveaire values its software developers highly and offers them immense opportunities for freedom and creativity with no micromanagement. We value very highly our work environment and provide the absolute best in terms of equipment.
Work directly with developers, marketing team, engineers, etc. to manage and build all company web content(includes- 10 various websites for each specific brand)
Design, code, test and maintain website content
Proactive approach in bringing updated techniques to our platforms
This position is NOT available for telecommuting
Required Skills: *
3+years of experience in front- end development
Must be a self starter with the ability to work both independently and with a team
HTML
CSS(LESS/SASS)
Javascript/jQuery
Git/TFS
Classic ASP
Desired Technical Skills: *
C#
Experience with Angular,Knockout,React, or similar framework
Knowledgeable in material design and animations
Design-oriented and UX expert a plus: understanding of typography, layout, color theory, usability, and other design principles
Experience/good understanding with SEO, Photoshop/Gimp
Benefits: *
Medical, dental and vision insurance
Disability & life insurance based upon election of medical insurance
Paid holidays, vacation, and sick days based upon tenure
401k with employer match
Flexible spending account (FSA)
Salary: *
We offer a competitive salary based upon experience*
CaptiveAire hires developers that are expected to be independent with very little hand-holding and technical training required. You should be comfortable taking on medium to large projects and/or features and be able to bootstrap them from the ground-up. You should also be comfortable diving into well-entrenched, custom, in-house applications which drive the entire company. We are easy-going, don't have a lot of processes to get in our way, and basically want to deliver top-notch, quality software to run the company. As part of the CaptiveAire IT team, you will have many opportunities to contribute directly to the success of the company.

_CaptiveAire is proud to be an equal opportunity workplace. We review applications for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, ancestry, citizenship, age, uniformed services, genetic information, physical or mental disability, medical condition, marital status, or any other basis prohibited by law._

Job Type: Full-time

Experience:
HTML, CSS, javascript, GIT, Classic ASP: 3 years (Preferred)
front end development: 3 years (Required)
Work authorization:
United States (Required)
Work Location:
One location
Visa Sponsorship Potentially Available:
No: Not providing sponsorship for this job
Company's website:
www.captiveaire.com
Work Remotely:
No",4.0,"CaptiveAire, Inc.
4.0","Raleigh, NC",,1001 to 5000 Employees,1976,Company - Private,Industrial Manufacturing,Manufacturing,$100 to $500 million (USD),
UI Developer,$50K-$91K (Glassdoor est.),"Join our team dedicated to developing and executing innovative solutions in support of customer mission success.

Job Description:

We are seeking a full stack developer excited to address software problems in the national security sphere. The position encompasses web development, microservices, cloud infrastructure, and UI/UX design.

Responsibilities include:

Enjoy mission and customer-focused, data-driven interfaces
Leverage front-end web technologies to deliver information and analytics
Use Amazon Web Services to build scalable infrastructure
Utilize DevOps best practices
Lead and mentor other developers in UI/UX

Basic Qualifications:

5+ years of experience software/system development
3+ years of experience working with front-end technologies and back-end web/service frameworks
Bachelor's in Computer Engineering, Computer Science, Information Technology, or related field, or equivalent experience
Experiences working with:

JavaScript Framework (such as: Angular/React/Ember/Knockout/Backbone/Vue)
MVC Framework (such as: Django, Ruby on Rails, Grails)
AWS

Desired Skills:

Interest In:
Leading a team of developers to quickly iterate on a React application
Creating usable and intuitive interfaces
Building rich, data-driven web applications
Working with front-end and back-end technologies
Experience with:
Working on a cross-functional team
Delivering single page or rich web applications
Amazon Web Services
DevOps best practices (continuous integration, infrastructure as code, automated deployment)
Debugging web applications
Comfortable with:

Interaction with analysts to help drive requirements
Agile development
Writing reusable code that also matches customer requirements

Security Clearance:

TS with SCI eligibility

Novetta, from complexity to clarity.

Novetta delivers highly scalable advanced analytics and secure technology solutions to address challenges of national and global significance. Focused on mission success, Novetta pioneers disruptive technologies in machine learning, data analytics, full-spectrum cyber, cloud engineering, open source analytics, and multi-INT fusion for Defense, Intelligence Community, and Federal Law Enforcement customers. Novetta is headquartered in McLean, VA with over 1,000 employees across the U.S.

Our culture is shaped by a commitment to our core values:

Integrity • We hold ourselves accountable to the highest standards of integrity and ethics.

Customer Success • We strive daily to exceed expectations and achieve customer mission success.

Employee Focus • We invest in our employees' professional development and training, respecting individuality, and fostering a culture of diversity and inclusion.

Innovation • We know that discovering new and innovative ways to solve problems is critical to our success and makes us a great company.

Excellence in Execution • We take pride in flawless execution as we build a company that is best in class.

Earn a REFERRAL BONUS for the qualified people you know.

For more details, or to submit a referral: bit.ly/NovettaReferrals

Novetta is an equal opportunity/affirmative action employer.

All qualified applicants will receive consideration for employment without regard to sex, gender identity, sexual orientation, race, color, religion, national origin, disability, protected veteran status, age, or any other characteristic protected by law.",4.6,"Novetta
4.6",Virginia,,501 to 1000 Employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),
Software Engineer,$50K-$91K (Glassdoor est.),"Corestream (corestream.com) is seeking a Software Engineer to join our dynamic, entrepreneurial tech team. This is a unique ground floor opportunity where you will help design, write, and deliver features to our end users. You will work as a part of an autonomous Agile team, delivering working code to our users every two weeks. If this sounds like you, read on…

Location
Corestream is headquartered in Tampa, FL
Your Mission
Create software in an Agile environment using SCRUM.
Front-end focus with some full-stack capabilities
Willingness to working on all layers of the technology stack; ideally, React.js, C# .Net Core, and SQL Server.
Stay familiar with latest technologies, including the PaaS capabilities within Azure.
Embrace best practices in software development (Code Reviews, Unit Tests, CI/CD) and leverage them every day.
Perform mutual code reviews within your team to ensure high quality code.
Cooperate closely with the team, scrum masters, and product owners.
Manage multiple competing priorities through effective organization and communication.
Recipe for Success
3 or more years of experience developing large scale SaaS application.
Experience coding in C# and one of the major JavaScript frameworks.
Prior experience with Agile methodologies on enterprise-level application development projects and production support.
Ability to write clean code, a love of unit testing, and the need to have your software to be usable from the very beginning.
You enjoy working in a dynamic environment where you can develop your skills while taking ownership and pride in everything you build.
An appreciation for open and constructive dialog with your fellow team members.
Understand what DevOps truly should mean to a strong, cross-functional team.
BA or BS or equivalent experience is required.

Cherries on Top
Ability to take initiative and innovate with limited direction.
Critical thinking and design skills.
Desire to improve Agile processes and periodically take on ScrumMaster duties.
Excellent verbal and written communications skills.
About Us

Corestream is reinvigorating the voluntary benefits arena with innovation and experience. We’ve invested countless hours into developing a durable and reliable solution to address the current and future challenges of the benefits and HR sectors. Our unique tools and industry awareness allow employers to offer a rapidly expanding portfolio of benefits without being held hostage by their own technological or resource-related constraints.

We offer a variety of solutions and services within a single integrated platform including:

· Fully white-labeled portal and enrollment solutions that employers can call their own
· The ability to bill multiple benefits through one payroll slot
· A full-service employee discount program that features an ever-expanding list of retailers
· An online, real-time automobile insurance quote comparison app that enables the user to get an instant group auto insurance quote from multiple auto insurers. We have a driven, flexible, and fun team and offer competitive compensation and benefit packages. We are fast-paced and fun. Although we are ten years old, we still have a “start-up” culture with a casual dress code, weekly yoga, free snacks and beverages and Friday lunches are on the house.

We are an equal opportunity employer and value diversity a tour company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.",5.0,"Corestream
5.0","Tampa, FL",,51 to 200 Employees,,Company - Public,Insurance Agencies & Brokerages,Insurance,Unknown / Non-Applicable,
Senior Developer - DoD Secret Clearance,$50K-$91K (Glassdoor est.),"REQUIRED Security Clearance: * DOD Secret
Citizenship: * US
Certification: * ServiceNow Admin
Preferred Certification: * ServiceNow Certified Application Developer or Certified Implementation Specialist
Key Responsibilities: *
Develop custom ServiceNow applications using modern web technologies
Configure out-of-the-box workflows and create/maintain custom workflows
Configure application related fields, forms, views, email notifications, acceptance roles and access controls
Integrate ServiceNow application(s) with third party systems/applications via APIs
Participate in internal and customer meetings identify unique use cases for the ServiceNow platform
Rapidly prototype new solutions to demonstrate ServiceNow capabilities to our clients
Required Experience: *
3+ years of experience with HTML5, JAVA, JavaScript, jQuery, CSS, AngularJS
2+ years implementing ServiceNow solutions
Experience implementing systems using the Agile/Scrum methodology
Excellent verbal and written communication skills
Experience integrating ServiceNow with external systems through SOAP or REST web services
Administration of a ServiceNow instance including the delegation of groups, modification of CMS, workflows, business rules, UI actions, UI policies, ACLs, dictionary, catalog items and updates of all other existing solutions requiring revisions
Experience building ServiceNow Reports, dashboards and homepages
Experience using the Workflow Editor to configure workflows
Bachelor's Degree
Preferred Skills/Experience: *
Experience supporting Agent Workspace and/or Customer Service Management plugins within ServiceNow
Experience with Typescript/Angular development
Experience creating responsive, mobile-friendly websites
Experience creating 508 compliant websites
Experience integrating Single Sign-On (SSO) with ServiceNow
Job Type: Full-time

Pay: $120,000.00 - $150,000.00 per year

Benefits:
401(k)
401(k) matching
Dental insurance
Disability insurance
Employee assistance program
Employee discount
Flexible spending account
Health insurance
Life insurance
Paid time off
Referral program
Vision insurance
Schedule:
Monday to Friday
Experience:
relevant: 5 years (Preferred)
License:
ServiceNow Administration (Required)
Security Clearance Required:
Secret (Required)
Work Location:
Fully Remote",3.1,"Prometheus, LLC
3.1","Washington, DC",,1 to 50 Employees,2003,Company - Private,Computer Hardware & Software,Information Technology,$1 to $5 million (USD),
Webmaster,$50K-$91K (Glassdoor est.),"This is an in-house position in Ashland, Wisconsin.

Pay $50,000 per year with monthly bonus

Overall layout, function, contact forms, links to outside vendors, checkout process

Category layout, function, design

Product layout, function, design, price management

Module support, installing, updating for shipping/checkout and other functions

Site database management

Maintain backups for file structure/database

All web sites creation/maintenance/upgrades

Customer Sauna Showcase

Job Requirements
Previous experience as a Webmaster or Web Developer
Understanding of web analytics
Familiar with web content management systems such as WordPress, Sitefinity, Shopify
Understanding of search engine optimization and current best practices
Familiar with current web standards
Knowledge of tools for website management
Proficient in HTML/CSS and XML
Knowledge of Javascript and SQL
Excellent organization skills
Strong attention to detail
Creative
Analytical
Excellent interpersonal skills
Strong communication abilities
Job Type: Full-time

Pay: From $50,000.00 per year

Benefits:
Disability insurance
Employee discount
Paid time off
Retirement plan
Schedule:
Monday to Friday
Overtime
Supplemental Pay:
Bonus pay
Experience:
Web Design: 3 years (Preferred)
Location:
Ashland, WI 54806 (Required)
Work Location:
One location
Work Remotely:
No",,Superior Sauna & Steam Mfg,"Ashland, WI",,,,,,,,
Software Developer,$50K-$91K (Glassdoor est.),"Come join a growing financial technology company that’s leading the marketplace in both the marketing and servicing of credit cards!* Continental Finance Company specializes in credit card options for those consumers with less than perfect credit. We are seeking a Software Developer to support out Information Technology team.
As a full stack Software Developer at CFC, you will be exposed to all facets of the business and be encouraged to learn and develop skills both within and beyond your role. You’ll be working in the highly collaborative office developing and working with machine learning technology, surrounded by passionate, high-performing individuals to solve complex problems and make a meaningful impact on the business!
Essential Functions: *
· Designing, coding, testing, debugging, and supporting both Web and Windows Applications using a variety of Microsoft technologies, including .*Net, C# and SQL Server*.

· Working with *Amazon Web Services (AWS)* or a comparable cloud services provider

· Application development (coding & programming with *C#, SQL Server*)

· Developing, refining, and tuning integrations between applications. Analyzing and resolving technical and application problems

· Providing analysis & troubleshooting for production issues & code deployment activity

· Contributing to user interface design and development

· Learning new technologies and keeping abreast of existing technologies and applying these to a variety of projects as applicable.

· You will be encouraged to take initiative to find opportunities for application and process improvement and prepare documentation of rationale to share with team members and other affected parties.
The ideal candidate will have the following: *
· Bachelor’s Degree in Computer Science, Engineering or a related field; or equivalent education/experience in a computer science field

· Minimum 7 years' experience as a Software Developer, Software Engineer or similar role utilizing *Microsoft technologies*

· Strong experience with *C# programming language* and/or other .*NET languages*

· Knowledge of web service concepts (*REST, JSON, XML*).

· Knowledge of *SQL Server technologies* and experience developing database applications using SQL server.

· Strong *object-oriented programming* and design skills

· Familiarity with *Agile* development methodologies

· Demonstrated knowledge of Microsoft development technologies, including *.Net, C#, MVC.Net and SQL Server. and frameworks/systems (e.g. AngularJS, Git)*

· Experience with web services and web API development.

· Extensive experience with unit and integration testing.

· Experience analyzing and resolving technical issues.

· Knowledge of web technologies, such as HTML, CSS and Javascript.

· Ability to learn new languages and technologies

· Demonstrated understanding of projects from the perspective of both client and business

· Strong attention to detail

· Ability to meet deadlines and drive projects through to completion

· Resourcefulness and troubleshooting aptitude

· Strong critical thinking and problem-solving skills

Job Type: Full-time

Pay: $80,000.00 - $100,000.00 per year

Benefits:
401(k)
Dental insurance
Health insurance
Life insurance
Paid time off
Vision insurance
Schedule:
Monday to Friday
Experience:
Software Development: 7 years (Preferred)
C#: 2 years (Preferred)
Education:
Bachelor's (Preferred)
Location:
Wilmington, DE 19808 (Required)
Work authorization:
United States (Required)
Work Location:
One location
Visa Sponsorship Potentially Available:
No: Not providing sponsorship for this job
Benefit Conditions:
Waiting period may apply
Only full-time employees eligible
Work Remotely:
Temporarily due to COVID-19",4.1,"Continental Finance Company, LLC
4.1","Wilmington, DE",,51 to 200 Employees,2005,Company - Private,Lending,Finance,Unknown / Non-Applicable,
C# Web App Developer,$50K-$91K (Glassdoor est.),"Job Summary

We are seeking an experienced and motivated Web Designer/Developer to help us create compelling, scalable, and creative web applications. This developer will need real-world experience implementing custom web applications in Node.js and Angular.js, and ideally experience with other frameworks like React, since we constantly evaluate new tools and technologies so we can build solutions to fit our clients' needs.

Competencies:

Strong presentation and meeting skills to describe designs and interaction to both technical and business audiences
Accurate and thorough in design work
Ability to consolidate large amounts of information in a persuasive visual experience
Demonstrate creative, technical and analytical skills
Flexible and adaptable with the ability to learn quickly in various technical and creative environments, while delivering quality work.
Advanced design skills that can support a diverse array of marketing objectives
Ability to scope projects and determine both design and development needs
Strong organizational skills with the ability to handle/coordinate multiple projects simultaneously within timelines
Speak clearly and persuasively in challenging situations
Excellent communication skills as defined by proper grammar, spelling and context in written documents and proper tone and tactful word choice to promote respectful and collaborative team environment
Strong sense of design with visual appeal
Flexibility to work overtime

Education and Experience

4+ years as a professional web/interactive designer/developer
Bachelor's degree in web design or similar field (or equivalent experience)
Expert knowledge in HTML (includes hand coding in HTML)
Expert knowledge or HTML editors
Expert CSS skills
Intermediate to Expert Javascript/Jquery skills
Strong knowledge of UI and interactive design skills
Strong knowledge of user interface design and usability, in addition to a strong knowledge of color, layout, design principles, and typography",4.6,"CarShield
4.6","O'Fallon, MO",,1001 to 5000 Employees,2005,Company - Public,Consumer Product Rental,Consumer Services,Unknown / Non-Applicable,
Senior Identity and Access Management (IAM) Engineer,$50K-$91K (Glassdoor est.),"Senior Identity and Access Management (IAM) Engineer
Job Description
Senior Identity and Access Management (IAM) Engineer

CoStar Group, Inc. (NASDAQ — CSGP) (www.costar.com) is commercial real estate's leading provider of information and analytic services.

Founded in 1987, CoStar conducts expansive, ongoing research to produce and maintain the largest and most comprehensive database of commercial real estate information. Our suite of online services enables clients to analyze, interpret and gain unmatched insight on commercial property values, market conditions and current availabilities.

Headquartered in Washington, DC, CoStar maintains offices throughout the U.S. and around the world with a staff of approximately 4,300 worldwide, including the industry's largest professional research organization.

OVERVIEW

Connect 4000 employees to 8000 servers, securely through a zero trust framework.

Opportunity to work in an advanced security operation that is responsible for securing the data and products behind 35 websites serving 60M global visitors/mo, running on top of multiple private and public clouds.

We are looking for passionate, technical IAM Engineers to architect, engineer, and operate all IAM activities across a large technical operations infrastructure and corporate environment. This position will work with Security, Systems, DevOps, Network, and Development teams to drive and shape the way our employees and engineers access our systems through a Zero Trust model. The candidate must have experience implementing and operating IAM tools.

BASIC QUALIFICATIONS

Bachelor’s Degree (preferably in a relevant field - Computer Science/Cyber Security)
Minimum 5 years total experience in a technical role such as security, network, systems, or software engineer with at least 3 years focused on IAM.

Relevant experience areas (experience required in at least 2):
LDAP – Active Directory, Group Policy Administration, AD migrations & consolidations, AWS SimpleAD, Duo Multi-Factor Authentication (MFA)
Single Sign On (SSO) Identity Providers (IdP) – Okta, OneLogin, Ping Identity, AzureAD
Privileged Access Management – CyberArk
Vault experience – Hashicorp Vault, Thycotic Secret Server, AWS Secrets Manager, 1Password
Cloud IAM – AWS Identity and Access Management (IAM), Azure AzureAD, GCP Cloud IAM
Zero Trust modeling – BeyondCorp, ZScaler, Cyxtera, Palo Alto Prisma
IAM Security Defense – Bloodhound, Mimikatz, Password Spray, Rainbow tables, and cryptography.
Network based IA & VPN – Palo Alto User-ID, App-ID, CheckPoint IA, Junos Pulse VPN
Security Proxies - (F5, NetScaler, Bluecoat, ZScaler, Akamai)
Scripting/programming skills - Python, PowerShell, Perl, JavaScript, .NET, API Integration

PREFERRED QUALIFCATIONS AND SKILLS

Optional, but very relevant certifications: SANS/GIAC, CISSP, CISM, OSCP, OSWP, GPEN, CEH, Security+, CCNA, CCNP, CCIE, PCNSE, ACE, CCSA, CCSE, CCMSE JNCIE, VCP-NV, F5-CA, F5-CTS, F5-CSE, ACMA, ACMP, ACMX, ACDX, AWS CSA, MCSE, MCITP, MCSA, AWS-CSA

OVERVIEW OF COMPANY:

Founded in 1987, CoStar Group is the leading provider of commercial real estate information, analytics, and online marketplaces. Our suite of online services enables clients to analyze, interpret and gain unmatched insight on commercial property values, market conditions and current availability. Behind some of the most well-known brands in the industry, CoStar Group includes CoStar, the largest provider of CRE research and real-time data; LoopNet, the most heavily trafficked mobile and online real estate marketplace; Apartments.com, the premier rental home resource for renters, property managers and owners; STR, the leading provider of performance benchmarking and comparative analytics to the hotel industry; BizBuySell, the largest online marketplace for businesses-for-sales; and Lands of America, the leading operator of online marketplaces for rural real estate.

Headquartered in Washington, DC, CoStar Group maintains offices throughout the U.S. and in Europe, Canada, and Asia with a staff of over 4,300 worldwide.

WHATS IN IT FOR YOU:

Working at CoStar Group means you'll enjoy a culture of collaboration and innovation that attracts the best and brightest across a broad range of disciplines. In addition to generous compensation and performance-based incentives, you'll be supported in both your professional and academic growth with internal training, tuition reimbursement, and an inter-office exchange program.

Our benefits package includes (but is not limited to):

Comprehensive healthcare coverage: Medical / Vision / Dental / Prescription Drug
Life, legal, and supplementary insurance
Commuter and parking benefits
401(K) retirement plan with matching contributions
Employee stock purchase plan
Paid time off
Tuition reimbursement
On-site fitness center and/or reimbursed fitness center membership costs (location dependent), with yoga studio, Pelotons, personal training, group exercise classes, as well as Segways and bikes available for use during the day
Complimentary gourmet coffee, tea, hot chocolate, prepared foods, fresh fruit, and other healthy snacks

Be part of a team of professionals enjoying the opportunity to learn, do, and grow in a rewarding atmosphere. But don't just take our word for it - see why our team chose to work at and stay at CoStar Group:",3.1,"CoStar Group
3.1","Washington, DC",,1001 to 5000 Employees,1987,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),
Senior Netsuite Developer,$50K-$91K (Glassdoor est.),"Senior Netsuite Developer*
Company: * Trend Nation, LLC www.TrendNation.com
Location: * Las Vegas, NV
Company Overview: * Trend Nation is a fast-growing e-commerce retailer that owns and operates a few niche e-commerce websites and excels on marketplace platforms including Amazon and Walmart. Over the past decade the company has been recognized as one of the top Amazon & Walmart private label marketplace partners. Our passion is bringing fun and functional products to life and delighting our customers with great value. With over 2,000 products and over 5 million delighted customers, Trend Nation is a fun, fast-paced work environment that recognizes its employees with monthly teambuilding activities, regular company-wide celebrations, and a comprehensive benefits package.
Position Overview*
Manage customizations end-to-end, including scoping, requirement gathering, solution architecture, development, testing, and deployment.
Write, optimize, and maintain NetSuite SuiteScript code with a clear understanding of the business impact of your changes on our internal and external teams.
Collaborate with key stakeholders to address business needs throughout the organization.
Build new projects in Netsuite to support business operations.
Work with 3rd party connector providers to manage integrations into Netsuite.
Knowledge of a broad range of technology solutions and deep understanding of integration best practices.
Strong functional competence in software development.
Strong understanding of general business operating principles.
Proven ability to communicate clearly to both technical and non-technical audiences.
Excellent project management skills.
Manage access to NetSuite, as well as user permissions and roles.
Train new hires, as needed, and act as our NetSuite “help desk” person.
Build saved searches, scheduled emails, and reports for cross-functional teams.
Document and adhere to standards to ensure high-quality work across all projects.
Debug and troubleshoot issues across all layers of our order management systems.
Work 40+ hours per week.
Live Trend Nation’s core values.
Test products, including wearable items, and provide feedback to any department requesting it.
Preferred Qualifications: *
3+ Years of Netsuite scripting experience (SuiteScript 1.0 / 2.0), workflows, and general Netsuite best practices.
1+ Years in lead or project management experience.
Other technical experience outside of Netsuite in other programming languages - .NET, Java, PHP, Javascript.
Familiar with Source Control best practices, specifically GIT.
Experience with integration frameworks and integration projects.
Experience with e-commerce software is a plus, but not a requirement.
Strong written and verbal communication skills.
Strong computer skills (Must be proficient with MS Excel, Word, Google Mail).
Detail-Orientated.
Ability to multitask.
Attention to detail and accuracy; prioritize tasks to meet multiple and changing deadlines.
Must be able to pass a background check.
Compensation: *
BOE
401k, bonus program, medical and dental insurance reimbursement and many more benefits
Job Type: Full-time

Benefits:
401(k)
Dental insurance
Disability insurance
Employee discount
Flexible schedule
Health insurance
Life insurance
Paid time off
Parental leave
Professional development assistance
Referral program
Vision insurance
Schedule:
8 hour shift
Monday to Friday
Overtime
Supplemental Pay:
Bonus pay
Visa Sponsorship Potentially Available:
No: Not providing sponsorship for this job
Company's website:
www.trendnation.com
Benefit Conditions:
Waiting period may apply
Only full-time employees eligible
Work Remotely:
Yes",3.0,"Trend Nation
3.0","Las Vegas, NV",,1 to 50 Employees,2007,Company - Private,"Department, Clothing, & Shoe Stores",Retail,Unknown / Non-Applicable,
Software Engineer,$50K-$91K (Glassdoor est.),"Who we are:
AAMC (Association of American Medical Colleges) is a not-for-profit association dedicated to transforming health care through innovative medical education, cutting-edge patient care, and groundbreaking medical research. AAMC IT plays a critical role in supporting AAMC’s mission by delivering the technology supporting all of AAMC’s mission critical services. IT is beginning a multi-year modernization of its large product portfolio into an API based digital platform while transitioning from on-premise to cloud services.

• Significant employer 403(b) contribution
• Public transportation subsidy
• Generous paid time off program
• Tuition reimbursement
• Wellness program that includes: discounted gym membership, onsite yoga and sponsored sports teams

How will you make an impact?

Prepare software requirements data model and database specifications, and prototypes for translation into structured applications. Research, analyze and propose program-specific business rules used in system with the necessary interfaces into other systems or across platforms. Help formulate and define scope and objectives with AAMC Division staff.
Code, debug, unit test, systems integration test and document applications and enhancements including, but not limited to screens, reports, underlying logic and interface components on assigned tasks.
Devise, modify and tune procedures and system features to solve complex problems considering computer equipment capacity and limitations, operation time, user load and performance requirements against desired results.
Assume responsibility for ongoing technical maintenance and support for assigned SaaS applications and integrations. Analyze, debug and revise existing system logic and documentation as necessary. Ensure fail-safe integration of software into production systems, and adhere to the enterprise technology model and application standards. Collaborate with offshore, contract, and vendor staff, and provide technical oversight for deliverables.
Assist database administrators, data stewards, quality assurance team and other staff to ensure data integrity, consistency, security and privacy
Meet deadlines and formally report progress regularly to IT Management against assigned tasks.
Adhere to organizational policies, standards and best practices in application development, documentation, and maintenance.
Provide technical expertise and actively participate in creating software and application development standards, procedures and policies.
Help prepare Requests for Proposals, Project Requests, software change requests and tickets as part of the software development process and application support.
Determine work tasks, estimate effort and collaborate with IT managers to successfully coordinate, develop and implement projects and release packages to fulfill operational support, enhancements and project requests.

What you’ll bring to the role:

Bachelor’s degree in computer science, information systems, engineering, business, or related scientific or technical discipline required (may be waived with strong practical experience)
5+ years experience in an object-oriented language and PL/SQL required.
4+ years experience in SQL, SQL Server Reporting Services (SSRS), database and web development, web-to-database connectivity.
2+ years experience using JavaScript frameworks (JQuery, Dojo, ExtJS, AngularJs), Atlassian Tools (Jira, Confluence), SaaS applications (AMS or eCommerce), .Net or PHP desired.
5+ years experience in all phases of application system analysis, application development and application maintenance support is required.
Experience in requirements analysis, object-oriented analysis and data modeling for Web-based applications required.
Working experience with design patterns, continuous integration, automated unit test and test driven development.

If a bachelor’s degree is required, related work experience may be substituted in some positions. One year of college course work at an accredited institution is equivalent to one year of related work experience.

The Association of American Medical Colleges (AAMC) is an Equal Opportunity/AffirmativeAction Employer. The AAMC is committed to the policy of an equal employment opportunity in recruitment, hiring, career advancement, and all other personnel practices. The AAMC will not discriminate on the basis of race, color, sex, national origin, religion, age, marital status, personal appearance, sexual orientation, gender identity or expression, family responsibilities, matriculation, political affiliation, genetic information, disability, past or current military service, or any other legally protected characteristic.",3.8,"Association of American Medical Colleges
3.8","Washington, DC",,501 to 1000 Employees,1876,Nonprofit Organization,Membership Organizations,Business Services,$100 to $500 million (USD),
Salesforce Platform Developer,$50K-$91K (Glassdoor est.),"Conduct hands-on development, configuration, or system setup
Executes test strategies and compiles deployment packages
Documents technical requirements and design principles
Analyze data and processes, compile research, and offer possible solutions
Conducts facilitated working sessions with small groups of users
Shares knowledge and teaches other Scorpions
Implement template solutions,
Design and implement custom application development

Requirements

3-5+ years of SFDC experience
Experience with the Salesforce platform, including template solutions like Sales Cloud, Service Cloud, Marketing Cloud
Experience with custom application development in the Salesforce Platform, utilizing Visualforce and Lightning Components/Framework
Experience with designing and implementing custom applications on the Salesforce platform using Apex programming
Experience with object modeling in Salesforce and understanding of fundamental database concepts (including SOQL)
Background in application development using technologies like HTML, CSS, and JavaScript
Experience with integrating with the Salesforce platform (inbound/outbound) using the REST/SOAP APIs, MuleSoft, or Data Loader
Travels to client locations
GC holder, US Citizen

Benefits

Sense Corp powers insight-driven organizations.

We turn data into actionable insights and transform organizations for the digital era.

Our people, culture, and how we engage with our clients are differentiators. Brilliant, Creative, Human, and Fun exemplify who we are. We are regularly recognized as a Best Place to Work by Austin, Houston, Dallas, and St. Louis Business Journals. With operations in Austin, Atlanta, Columbus, Dallas, Houston, San Antonio, and St. Louis we serve mid-market to Fortune 50 companies.

The Sense Corp Compass

We may be the only management consulting firm in the country where being brilliant isn’t enough to land you a job. Sense Corp people must be brilliant, creative, human, and fun all at once. In other words, we hire terrific, well-rounded people. It’s one reason clients love working with us. And it’s why we enjoy working with each other. We may not sound like typical consultants but that’s OK. We don’t think like them either.

Visit us at www.sensecorp.com.",3.8,"Sense Corp
3.8","Saint Louis, MO",,201 to 500 Employees,1996,Company - Private,Consulting,Business Services,$10 to $25 million (USD),
