Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Application Developer,$10-$27 Per Hour(Glassdoor est.),"Required:
Strong computer science background in data structure, algorithms, and OO programming
2-4 years related work experience
Solid open-source/Linux familiarity/distribution experience
Strong working knowledge of PHP
Working knowledge and experience with software development best practices and standards
Working knowledge and experience with software security best practices and applicable tools to prevent fraudulent and malicious attacks from exposure to vulnerabilities as SQL injection, XSS, etc.
Familiarity with front-end development ecosystem (e.g. HTML, CSS, and JavaScript)
Familiarity with the LAMP environment
Experience with version control software such as Git
Experience with relational databases: Oracle, MySQL, DB2, MongoDB, etc.
Knowledge of the MVC design pattern
Continuous integration and automated testing
Experience with jQuery
Modern DevOPS concepts and tools.
Not required but a plus:
Server-side Javascript, Node.js
Access database programming VBA
Security+ CE desirable but not required
Security Clearance is not required by must be Must be a US Citizen and able to pass a background check*
Job Type: Full-time",4.1,"Phoenix Group of Virginia, Inc.
4.1","Newport News, VA",,51 to 200 Employees,,Company - Private,Consulting,Business Services,$10 to $25 million (USD),
Senior Full-Stack Software Engineer - Emphasis on Ruby and Javascript/React,$10-$27 Per Hour(Glassdoor est.),"Would you enjoy working in an environment where active thinking is welcomed? Do you love **digging deep into problems and innovating better solutions? Do you believe understanding customer needs is a part of coding? **Do you enjoy working with others to get the job done?* If you answered “yes” to these questions, we may have the opportunity you have been seeking!
Corefact (www.corefact.com) is a rapidly growing, full-service marketing services provider where software engineering powers nearly every aspect of the business. We are comprised of a diverse group of smart, creative people who are passionate about making our customers successful. If you would like to see how your skills could fit into designing solutions, watch this short video: https://www.youtube.com/watch?v=bM8gOPR5wlA
Summary of Responsibilities*
You will be responsible for building and maintaining our print services, and e-commerce platform. These platforms orchestrate a light manufacturing process. You will be designing solutions to help us fulfill a high volume of orders by working closely with our product managers and stakeholders.
Essential Functions*
Building new features on existing SaaS within current framework and visual esthetic using Ruby and JS/React
Fixing known bugs and common issues
Investigating and fixing uncommon bugs
Additional Functions*
Upgrade components in legacy applications to the most recent version of Ruby
Revise contact management system to new, more flexible schema and API
*Education, Experience, and Skills Required*
Minimum 2 years of experience without college or certification
Ideally, 4 year degree; however, experience is more important
Bootcamp is acceptable with experience
Golang and React
Experience with DevOps tools such as Docker, Chef, Puppet or Ansible.
Experience with a cloud service provider such as AWS, GCloud, Azure
MS Office Suite
Nice to Have*
Nice to have Real Estate experience
Nice to have manufacturing or warehouse orchestration experien*ce*
Personal characteristics needed to be successful in this role*
Creativity: You must be able to think creatively and ask the right questions.
Problem-Solving Skills: Engineers work to develop new solutions to problems. You will need the skills to identify the source of the problem and create and test solutions.
Teamwork: Engineers will be part of a team in developing systems, fixing problems or creating solutions. You will need to work well with others in order to get the job done.
Listening Skills: Listening to workers, teammates and management is crucial to an engineer's job.
Communication Skills: You must be able to communicate your plans, thoughts, and rationale in your job. You must be able to communicate status, plan ahead and manage your projects and tickets to ensure they are released and tested on time.
Project Management: You must be nimble and manage time and resources to work on both long and short term projects. You must be able to work alone and with others depending on the project.
How to Apply*
It is imperative to us that we find the best match for us, and the best match for you. So, if you still feel you are a great fit for us and this position, then please submit your resume and a cover letter. In your cover letter please tell us what specifically appealed to you in our job post.
Submit a cover letter
Submit a resume
We have a formal recruiting process and have partnered with Zephyr Recruiting LLC, whom we use for the screening and hiring process. If you are selected for the next step, you will receive instructions within 3 days of your submission. Everyone will be contacted.

Corefact provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability or genetics. In addition to federal law requirements, Corefact complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training.

Job Type: Full-time

Pay: $85,000.00 - $115,000.00 per year

Benefits:
Dental insurance
Disability insurance
Flexible schedule
Health insurance
Life insurance
Paid time off
Parental leave
Professional development assistance
Vision insurance
Schedule:
Monday to Friday
Education:
Bachelor's (Preferred)
Work Location:
Fully Remote
Visa Sponsorship Potentially Available:
No: Not providing sponsorship for this job",3.8,"Corefact
3.8",California,,51 to 200 Employees,,Company - Private,,,Less than $1 million (USD),
Software Engineer,$10-$27 Per Hour(Glassdoor est.),"Description

Job Description:

The Biobehavioral Research Division within the Military and Veterans Health Services Operation at Leidos has a need for a Software Engineer

The individual selected for this position will work in support of the Division Head for Epidemiology in the Department of Medical Modeling, Simulation, and Mission Support at the Naval Health Research Center, and in collaboration with another computer programmer, and scientific researchers, this person will be a SQL Server and .NET Development position progressive, varied experience in SDLC (software development life cycle) for database applications in a diversified area such as Azure, AWS, front or backend software developer. This will include conducting software design engineering, providing statistical analyses, maintaining SQL database, implementing and designing new information technology that handles big data, not limited to AI or ML.

Primary Responsibilities:

Serve as a SQL database administrator and software design engineer.
Maintain database, ensure database integrity includes database backup and recovery.
Develop and design tools set that support internal data processing for quality control or forecast.
Collaborate with departmental statisticians on projects that utilize advanced computer science methods and machine learning.
Review internal and external big databases.
Assist in researching, preparing, and submitting information technology and development proposals for DHA compliance.

KNOWLEDGE AND SKILLS:

Databases: SQL Server 2012/2014/2016, DTS Package, SSIS, SSRS, SSAS, SQL Server Management Studio, Enterprise Manager, SQL Server Profiler.
Languages: C#, C/C++, Perl, Python, XML, HTML, JavaScript, CGI, Shell Script, Java, VBScript, VBA.
Tools: Visual Studio 2015, 2019, ADO.NET, ASP.NET, UML, Visio, VSS, SSRS, Crystal Reports, ODBC, SharePoint, SSH, or PowerShell.
Operating Systems: Windows Server 2012-2019, Linux, Android or IOS.
Protocols: TCP/IP, IPC, SIP, SSL.
Manage multiple databases at once.
Analyze data to draw logical conclusions and policy recommendations regarding cybersecurity.
Prepare and write reports concerning database integrity analysis.
Communicate effectively, orally, and in writing.
Establish and maintain cooperative working relationships with the department head, director, scientific researchers, staff, and external collaborators.
Reprioritize IT projects as necessary.

Basic Qualifications

BS in computer science strongly preferred. Microsoft Certified Database Developer in a related field will also be considered. At least 4 years of SQL experience is required. Must be able to work in a team environment and manage projects from conceptualization through completion. Must be a US citizen and have the ability to obtain a secret clearance.

Desired Qualifications

Previous experience with military health issues is desirable. Previous favorable background check or clearance.

External Referral Bonus:
Eligible

Potential for Telework:
No

Clearance Level Required:
Secret

Travel:
No

Scheduled Weekly Hours:
40

Shift:
Day

Requisition Category:
Professional

Job Family:
Software Development

Leidos is a Fortune 500® information technology, engineering, and science solutions and services leader working to solve the world’s toughest challenges in the defense, intelligence, homeland security, civil, and health markets. The company’s 38,000 employees support vital missions for government and commercial customers. Headquartered in Reston, Va., Leidos reported annual revenues of approximately $11.09 billion for the fiscal year ended January 3, 2020. For more information, visit www.Leidos.com.

Pay and benefits are fundamental to any career decision. That's why we craft compensation packages that reflect the importance of the work we do for our customers. Employment benefits include competitive compensation, Health and Wellness programs, Income Protection, Paid Leave and Retirement. More details are available here.

Leidos will never ask you to provide payment-related information at any part of the employment application process. And Leidos will communicate with you only through emails that are sent from a Leidos.com email address. If you receive an email purporting to be from Leidos that asks for payment-related information or any other personal information, please report the email to spam.leidos@leidos.com.

All qualified applicants will receive consideration for employment without regard to sex, race, ethnicity, age, national origin, citizenship, religion, physical or mental disability, medical condition, genetic information, pregnancy, family structure, marital status, ancestry, domestic partner status, sexual orientation, gender identity or expression, veteran or military status, or any other basis prohibited by law. Leidos will also consider for employment qualified applicants with criminal histories consistent with relevant laws.",3.7,"Leidos
3.7","San Diego, CA",,10000+ Employees,1969,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),
Full Stack Developer,$10-$27 Per Hour(Glassdoor est.),"Integrated Supply Network, a private equity owned company, is North America’s largest automotive tool, equipment, and supplies distributor. Over the course of 25 years we have developed the core competency of keeping things simple and making work easy for our customers. Sophisticated logistics, strategically placed warehouses and a technology base entrenched in unique systems is what makes us successful. Our foundation is an extraordinary team of people who are dedicated to product and distribution excellence and, most importantly, growing our customers business. Our motto,“Expect Growth” is something we live everyday through our values of outstanding people/teaming, customer service and operational excellence. We maintain an intellectually and technically challenging environment with an entrepreneurial spirit. Every day we bring a strong sense of urgency and commitment to continue to grow the business and meet aggressive delivery goals.

We have an exciting role for a Full Stack Developer to support or rapidly growing digital and eCommerce Team! The Full Stack Developer will be responsible for developing and implementing features and functionality for ISN’s eCommerce platform with amix of front-end and back-end development. Reports directly to the Chief Information Officer.

Responsibilities
Develop and implement innovative features and functionality for e-commerce platforms (Magento)
Apply your expertise in Magento, PHP, SQL, SQL Server& JavaScript to extend, enhance and build great user experiences
Designing user-based interactions through effective front-end architecture
Developing and designing RESTful services and APIs
Will be asked to integrate APIs (REST, SOAP etc.)
Develop database back-ends to web applications with Microsoft SQL Server
Understand and gather e-commerce business requirements and convert to a coherent design
Define a roadmap to subsequent phases building on earlier successes
Unit test and take accountability for the quality of your work
Quickly learn an industry leading e-commerce platform
The above position description is intended to describe the general content, identify the essential functions of, and requirements for the performance of this job. It is not to be construed as an exhaustive statement of duties, responsibilities, or requirements.

Qualifications
Bachelors degree in computer science or related field is preferred but not required
5-7 years’ experience in frontend& backend website development
Experience with developing for the Magento eCommerce platform in PHP
Experience in Magento 2.x
Experience in a B2B environment is plud
Experience with NetSuite ERP Web Development and configuration (JavaScript based client-side development) & Node.js is a plus
Experience with responsive frameworks such as Bootstrap
SPA apps (angular, express, react, etc.)
API implementation/ management - Microservice architecture, REST, SOAP, EDI
Comfortable working in a fast pace and changing environment with a broad scope of responsibilities.
No travel is required
ISN is an equal opportunity employer. All applicants will be considered for employment without attention to race, color, religion, sex, sexual orientation, gender identity, gender expression national origin, marital status, veteran or disability status.",2.8,"Integrated Supply Network
2.8","Lakeland, FL",,501 to 1000 Employees,1984,Company - Private,Wholesale,Business Services,$500 million to $1 billion (USD),
QA Automation Engineer,$10-$27 Per Hour(Glassdoor est.),"Overview:

Here we grow again! Our Tempe Office is looking for a QA Automation Engineer with automation expertise to act as a QA champion and ensure products implemented match specifications and overall quality standards. As a QA Engineer, you will be responsible for Quality Assurance Fundamentals, creating automated tests for system performance software testing, maintaining releases, performing deployments for web applications and mobile apps, and querying various databases.

KUBRA's hiring efforts will continue during the COVID-19 pandemic. Any face-to-face stages of our interview process will be virtual via video conference.

What you get to do every day:

Create automated tests for new and existing functionality

Perform multiple types of black-box, white-box, and grey-box testing including functional, system, end to end, data integrity, user acceptance, smoke, regression, and ad hoc testing

Create automated tests for system performance

Submit comprehensive defects using our bug tracking system

Regress and verify defects as needed, record test results, and provide metrics

Analyze requirements, develop testing strategies, and write test cases

Design test plans from business requirements and specifications

Build and deploy software applications on multiple environments

Document procedural changes to improve company processes

What kind of person should you be?:
You are an expert at troubleshooting and diagnosing system issues
You have working knowledge of issue tracking systems such as JIRA
You can create tests with or without business requirements or specifications
A high degree of flexibility and creativity
You're a pro when it comes to managing multiple projects

Act as QA champion on assigned projects
What skills do you need?:
Must have experience creating automated test cases
Minimum of 5 years of experience in a QA role with a focus on automation
Must have experience testing mobile applications for both Android and iOS devices
Experience with testing web services
Experience with one or more databases (for example, Oracle, MySQL, Dynamo DB)
Experience with testing web applications in multiple browsers
Working knowledge of software testing methodologies, SDLC methodologies and Quality Assurance fundamentals
Experience using Linux/Unix/Windows OS
Experience with shell scripting languages, Java, and JavaScript
Experience with Apache Tomcat and Maven
Experience with Git
Some software development experience would be nice
Bachelor’s degree in Computer Science or a related field or equivalent field experience
Spanish speaking is an asset**
What can you expect from us?:
A unique, supportive, and flexible work environment
Challenges related to working in a fast-paced, growing environment
Confidence to take risks when we see potential
A management team that cares about people
Exposure to and experience on an industry leading cloud based project management information system
An extensive orientation program
An opportunity to learn and gain exposure to advanced payment technologies in a rapidly growing and competitive industry
A chance to join the occasional beach volleyball game or board game night

We are a fast-growing and dynamic company offering customer experience management solutions to some of the largest utility, insurance and government entities across North America. Our portfolio of meter-to-cash and outage communication solutions includes billing and payment, mapping, mobile apps and proactive customer communications solutions for customers. With more than 1 billion customer experiences annually, we have the ability to provide performance-driven value to more than 550 clients every day.

Our office is small enough to allow creative individuals to flourish, yet large enough to provide long-term stability. We place a tremendous amount of responsibility on our team members to be productive, focused and self-motivated. We offer a casual work environment, competitive compensation and a stellar benefits program.

KUBRA is an equal opportunity employer dedicated to building an inclusive and diverse workforce. We will provide accommodations during the recruitment process upon request by emailing the recruitment-team@kubra.com. Information received relating to accommodation will be addressed confidentially. We thank all applicants for their interest; however, only candidates under consideration will be contacted.",3.7,"KUBRA
3.7","Phoenix, AZ",,201 to 500 Employees,1992,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,
Full Stack Engineer,$10-$27 Per Hour(Glassdoor est.),"About Sittercity

Sittercitys mission is to make child care finally work. We pioneered tech enabled child care in 2001, and we connect millions of parents with babysitters and nannies every year. Recognized as a Chicago Innovation Award winner and one of the best places to work by Crains and Built in Chicago, we are building a platform that is radically simplifying the way we find, book and pay for trusted care. Headquartered in Chicago, we serve families and caregivers nationwide. We're also incredibly excited to have joined the Bright Horizons family. Child care is essential for letting parents get back to work and keeping our economy functioning. Sittercity and Bright Horizons are coming together to strengthen our mission to make child care finally work!

What Youll Do

Sittercity.com is a monolith rails application, and while this architecture has served us well, we are now ready to take things to a different level with a brand new set of APIs and a new vision to push our products forward. As a full stack engineer you will bring your extensive knowledge of modern web technologies to architect and build a fast, responsive and intuitive web experience for our users.

This is an exciting opportunity to work on a small team and be the person who decides how our new web experience is built. We cant wait to see what you will achieve!

Responsibilities
Collaborate with product managers, designers and various stakeholders across the business to conceptualize new features.
Brainstorm with fellow team members to estimate the feasibility and implementation strategies of deliverables.
Work within a Ruby/Rails environment to maintain and extend our current applications.
Design and develop API contracts to be consumed by stakeholder clients (e.g. mobile team).
Architect and build robust software using modern web technologies.
Provide front end support for existing products as well as evaluate solutions for marketing initiatives such as CMS, landing pages, email templates and A/B testing.
Optimize front-end code to ensure a consistent and fast experience for our users, both desktop and mobile web.
Mentor other engineers and help with code reviews.
About you
5+ years experience building and debugging highly-scalable interactive web applications
Experience with modern browser technologies (HTML5, CSS, Javascript, etc.)
Firm knowledge of Ruby on Rails
Experience with modern front end frameworks (e.g. React, Preact, Vue, etc.)
Have strong opinions about web front end architecture but appreciate other team members feedback
Have a positive attitude and a desire to learn and teach
Why you should join us

We offer an innovative and fun environment that rewards passionate and curious individuals. Due to COVID-19, this will start as a remote role with the potential to eventually rejoin our team in our Chicago office. Our recently renovated office provides a bright and energized space for collaboration as well as many quiet areas for concentration.

Benefits and perks:
Support for flexible and remote working environments
Food and healthy snacks throughout the day
Ping pong and on-site fitness center
Company events, social outings and volunteer opportunities
Open personal time off policy
Industry leading parental leave
Great benefits package, including; health, dental, vision, disability, life, 401(k)
Sittercity is committed to hiring a diverse workforce. We consider all applicants for employment without regard to race, color, sex, sexual orientation, gender identity, religion, age, national origin, disability, veteran status, or any other basis as prohibited by federal, state or local law. Sittercity participates in E-Verify and background checks all employees.

Powered by JazzHR",4.4,"Sittercity Incorported
4.4","Chicago, IL",,1 to 50 Employees,2001,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,
Senior Software Engineer,$10-$27 Per Hour(Glassdoor est.),"Company*
KEH Camera is the largest re-commerce company operating in the used photographic equipment segment in the world, leveraging a direct-to-consumer model alongside other innovated programs to support growth. We have evolved over our 40–year history into a highly-trusted destination for photography enthusiasts and professionals to buy and sell used equipment of leading international brands, with the vast majority of such taking place through an ecommerce model. KEH continues to provide exemplary customer service, an unprecedented selection, and a tremendous value proposition for the customer – all of which continues to solidify our market leadership.
Role Description & Responsibilities*
We are looking for a fearless Senior Software Engineer to join our growing company. As a senior engineer you will join a team of experienced and talented software engineers that create and launch innovative products that enable KEH Camera to run daily operations and grow into emerging markets. In this role you will work collaboratively with business owners to develop new product offerings and improve existing solutions. We look for inspired Software Engineers that are intrigued with new technology, development practices and languages. At KEH Camera you will have a voice and an opportunity to make a meaningful impact to the business. Responsibilities include coding, test, and integration of software, gathering product requirements, use case support, software builds, generating test plans, ensuring code meets requirements, unit testing, updating technical documents, software integration support, diagnosing and resolving problems in code.
Our Tech Stack*
Magento 2
PHP
MariaDB
Nginx
Redis
JavaScript/TypeScript
Docker
Kubernetes
Required Skills*
5+ years of experience as a software engineer
Experience in working with applications built in PHP with persistence in SQL and Redis
Experience in strategic planning and problem solving
Experience in project lifecycle management and end user support
Experience with integrating to various APIs such as FedEx, Magento, Amazon, Stripe
Experience in microservices and process automation
Experience in agile/lean methodologies
Understanding of stream-based, near real-time workloads
Desire to mentor developers
Comfortable in an atmosphere of change
Great attitude with a willingness to learn
Other Qualifications*
High-growth, high-energy DNA
Seeking a self-starter who is ready to perform on day one
Someone that loves building relationships and can connect the dots between business processes
Someone who can thrive within a dynamic culture and workplace environment with a team that is highly motivated and have the relevant expertise, all working together to deliver success
Benefits*
Comprehensive medical, dental, and vision
401(k) and company match
Paid vacation and holiday
Discounts of camera gear
Job Type: Full-time

Benefits:
401(k)
401(k) Matching
Dental Insurance
Disability Insurance
Employee Assistance Program
Employee Discount
Flexible Spending Account
Health Insurance
Life Insurance
Paid Time Off
Vision Insurance
Schedule:
Monday to Friday
Overtime
Experience:
Software Engineering: 5 years (Required)
Education:
Bachelor's (Required)
Location:
Smyrna, GA 30082 (Required)
Work authorization:
United States (Required)
This Company Describes Its Culture as:
Innovative -- innovative and risk-taking
Team-oriented -- cooperative and collaborative
This Job Is:
A job for which all ages, including older job seekers, are encouraged to apply
Company's website:
www.keh.com
Company's Facebook page:
https://www.facebook.com/KEHcamera/
Benefit Conditions:
Waiting period may apply
Only full-time employees eligible
Work Remotely:
Yes",3.5,"KEH, Inc.
3.5","Smyrna, GA",,51 to 200 Employees,1979,Company - Private,Consumer Electronics & Appliances Stores,Retail,$25 to $50 million (USD),
Front End Developer,$10-$27 Per Hour(Glassdoor est.),"Job Description
Ritter Insurance Marketing is looking for a Frontend Developer that is responsible for the designing, testing, and modifying web applications, components, and digital media within a team environment.

Responsibilities include but are not limited to:
Utilize information regarding project scope, needs, limitations, capabilities, performance requirements, and interfaces to develop web applications, components, and digital media.
Coordinate with Lead Frontend Developer to analyze technical requirements to determine feasibility of design along with time and cost constraints.
Design, develop, and modify web development in accordance with outlined objectives.
Ensure high performing user interface and user experience for all web application users.
Assumes responsibility for testing and modifying websites and digital media.
Modify and update existing web applications/components to correct errors, provide a better user experience, allow web applications/components to interface with new software, and/or to improve its performance.
Develop and direct web application/component testing and documentation to ensure validity and compatibility across all browsers, devices, and/or operating systems.
Participate in code reviews.
Recommend and implement improvements to existing web applications, components, and the entire user experience.
Assumes responsibility for understanding current and new web technologies.
Practice continuing education on web development, user experience, and other emerging technologies.
Engage with professionals through conferences, workshops, online blogs, newsletters, and other interaction to stay current with best practices and emerging practices.
Skills / Requirements
Qualifications include:
Minimum 2 years working with Javascript and education in Frontend Development.
Understanding of source control (Experience with git and Github a plus)
Experience inside at least one of the “big 4” front end frameworks: Angular, React, Ember, or Vuejs
Strong understanding of HTML/CSS. (SCSS/LESS experience a plus)
Thorough knowledge of the browser DOM and basic HTTP request/response lifecycle
Experience with a modern bundler (rollupjs, webpack)
Understanding of unit testing and use of a test runner/ framework (Karma/Jasmine, Jest)
Strong sense of ownership for what you build
Working knowledge of SEO best practices.
Working knowledge of the latest UI trends, techniques, and technologies
Excellent team player",4.3,"Ritter Insurance Marketing
4.3",Remote,,201 to 500 Employees,2005,Company - Private,Insurance Agencies & Brokerages,Insurance,$50 to $100 million (USD),
Senior Software Developer (C# / .NET),$10-$27 Per Hour(Glassdoor est.),"Senior Software Developer (Full-time)*
Job Overview*
Are you a talented C# developer who has a passion for clean, reusable code? Do you consider yourself respectful and humble when promoting solutions you feel strongly about? Are you hungry to continue growing in your craft—and similarly passionate about seeking out new and optimal technologies and architectural patterns? Are you thoughtful and intentional in your communications with others? *We want you*.

At *eParts*, our mission is _“to challenge the status quo by providing innovative B2B eCommerce platforms on a Platform as a Service basis, optimizing the way our partners do business.” _We work to achieve this by building up our team and culture on a basis of mutual respect and trust. If you pride yourself in lone- wolf development and don’t value the ideas and input of those around you, you need not apply.

However, if you want to work with a team that values the varying expertise and perspectives of one another, you’re already a considerable fit. As our team grows and our product continues to pick up momentum, we’re looking for developers who can dig our culture and are excited to help guide and contribute to the growth of our platform and company mission.

We build a web platform on a Microsoft stack: ASP.NET MVC and SQL Server on Windows VMs at a local cloud host—we use Vue.js to consume our APIs. To organize our work, we adapt agile practices and continually work to optimize our processes.
Winning in this role*
• Quickly build and iterate functional and usable software solutions to customer and business problems in collaboration with designers.
• Practice test-driven development and work with QA to ensure high quality code. Write clean, reusable code.
• Be a true team player with a heart for people.
• Seek to continually learn new things and use those learnings to propel our product and company forward.
• Humbly communicate opinions with confidence to the team.
• Treat others the way you would want to be treated.
Ideal Candidate Profile *
• Able to maintain, refactor, and make improvements to both legacy and newly developed codebases.
• Highly skilled in C#, ASP.NET, SQL Server.
• Experience with .xml schemas and data transfer via FTP & SFTP.
• Deep experience in MVC framework, such as ASP.NET MVC, Rails, Django.

• Develop with secure coding practices.

• Identify and optimize performance bottlenecks.
• Some experience with an ORM, such as Entity Framework or NHibernate.
• Comfortable working in a small team environment that depends on the input of all team members when making decisions.
• Strong work ethic with a ‘can do’ attitude.
• A true team player with a heart for people.
Key Results Areas *
Summary *
This role is responsible for developing and maintaining features to support customer and business needs. This role reports directly to the manager of the development team.
Key Results Area #1 – Solve business and customer challenges by developing new features and changes in collaboration with stakeholders *
• Ensure a clear understanding of the problem to be solved and work to be done.
• Collaborate with design on solving those problems.
• Mentor and train other engineers and seek to continually improve development processes.
• Develop with the eParts coding style.
• Break logic up into small and clean functional components wherever possible.
• Develop solutions with performance and security in mind.
• Test code for stability with a combination of automated and manual testing.
• Design and partake in implementation of database tables and solutions.
• Interpret VB.NET and PHP-based Legacy codebase.
Key Results Area #2 – Maintain a reliable operating environment and deployment pipeline. *
• Ensure code works efficiently and effectively in the production environment.
• Contribute to building and improving the continuous deployment pipeline with automated testing.
• Analyze current technology utilized within the company and develop steps and processes to improve and expand upon them.
• Ensure that the production environment is stable and supports the needs of our products.
Key Results Area #3 – Fix bugs and keep the site stable *
• Monitor and correct incoming bugs.
• Manually fix data issues for stakeholders and clients.
• Fix small, APE dependent bugs in the legacy system.
Qualifications*
• Bachelors or higher in Computer Science (or equivalent).
• Development experience in any backend stack (preferably with MVC framework).
• Works well with others.
• Experience with C#, ASP.NET, Entity Framework, SQL Server.
• Experience with Vue.js or other front-end frameworks.
• Friendly and personable.
• Ability to communicate opinions with humble confidence to the team.
Nice to have *
• Proficient with JavaScript & Frontend frameworks (Vue.js/React.js).
• Experience with PHP and classic ASP/VBScript – for legacy systems support.
• Experience with Solr and/or Elasticsearch.
Benefits*
• Work with a small, collaborative team and directly contribute to the future of the code and company.
• Competitive salary with room to grow.
• Paid maternity/paternity leave.
• Contributions to health insurance.
• Comprehensive Health, 401(k) etc. benefits package with generous company matching.
• Newly renovated, modern office.

Job Type: Full-time

Pay: From $83,000.00 per year

Benefits:
401(k)
401(k) matching
Dental insurance
Disability insurance
Health insurance
Life insurance
Paid time off
Parental leave
Referral program
Vision insurance
Schedule:
Monday to Friday
On call
Experience:
C# .NET: 5 years (Preferred)
Education:
Bachelor's (Required)
Location:
West Homestead, PA 15120 (Required)
Work Remotely:
Temporarily due to COVID-19",4.6,"Eparts Services LLC
4.6","West Homestead, PA",,1 to 50 Employees,1993,Company - Private,Wholesale,Business Services,Less than $1 million (USD),
Microsoft Dynamics CRM Developer,$10-$27 Per Hour(Glassdoor est.),"Position Summary*
The Microsoft Dynamics CRM Developer will be responsible for participating at an intermediate level in all phases of the development and maintenance life cycle for Dynamics CRM at ALLDATA. The ideal candidate will have hands-on experience with Dynamics CRM entities, MS Dynamics administration, workflows, configuration (including UI / form development – web + unified client interface), security, reporting / dashboards, migration, custom development (including Unified Service Desk), web resources, data integrations, and CRM solution file management. The candidate must have the ability to manage / prioritize multiple demands from a large user base across multiple departments. The candidate should have deep knowledge of Dynamics 365 CRM in all functional and technical areas.
Responsibilities*
Participating in design and architecture sessions with key business users, gathering and documenting business processes and requirements for the system
Architecting the CRM system, related customizations and reports to model the business organizational process
Advising business users on best practices for CRM, development or integration processes
Balance business users requests and requirements with technical constraints
Building and configuring CRM forms, views, dashboards, workflows and Dynamics Portals
Developing SSRS reports using Microsoft SQL and FetchXML
Experience with D365 CDS PowerApps model, automating business processes with Microsoft Flow
Working with internal support members to resolve technical issues with servers, ETL packages, SQL, SSRS and other related technologies to the internal CRM system
Maintain code repository, Azure DevOps backlog and source control
Effectively utilize SDK and 3rd party tools such as XRMToolbox for administration of CRM system
Support of the application including fixing application issues
This position has no direct reports.
Requirements*
Strong written communications especially related to articulating technical specifications
6-8 years of experience with Microsoft Dynamics 365 CE/CRM XRM projects
Experience in customizations, JavaScript, C#, .NET, HTML, Silverlight, MVC, SQL Server, SSRS including plugins, scripting and form creation
Experience with CRM API, REST/ODATA and SOAP endpoints
Strong understanding of and ability to configure security groups, roles and teams
Comfortable using Visual Studio, AzureDevOps, source control, CRM SDK
SSIS or other ETL technologies using Scribe
Preferred Position Requirements*
Knowledge of the O365 platform as it pertains to feature sets that integrate with Dynamics CRM solutions including SharePoint, Mobility
Developing Azure Logic and Azure Functions
Familiarity with Data Export Service and Azure SQL
Microsoft Certifications on Dynamics 365 CE/CRM
Job Type: Full-time

Pay: $100,000.00 - $120,000.00 per year

Benefits:
401(k)
401(k) Matching
Dental Insurance
Employee Discount
Flexible Spending Account
Health Insurance
Life Insurance
Paid Time Off
Professional Development Assistance
Referral Program
Relocation Assistance
Vision Insurance
Schedule:
Monday to Friday
Supplemental Pay:
Bonus Pay
Work Location:
One location
This Job Is Ideal for Someone Who Is:
Dependable -- more reliable than spontaneous
Detail-oriented -- would rather focus on the details of work than the bigger picture
Innovative -- prefers working in unconventional ways or on tasks that require creativity
Company's website:
https://www.alldata.com/
Work Remotely:
No",4.0,"ALLDATA
4.0","Sacramento, CA",,201 to 500 Employees,1986,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),
Backend JavaScript Developer (Node),$10-$27 Per Hour(Glassdoor est.),"Join our team of Development Consultants and work on dynamic long-term projects. Most of our team members are long-term employees who enjoy consistent work and a collaborative team approach!
Write and maintain APIs using GraphQL and REST using Node.
Write automated software unit and integration tests.
Work as a team in an Agile environment.
Work directly with UI developers.
Maintain/support customer applications.
Design database models/schemas for new applications or features.
Requirements
Bachelor’s Degree in technology related disciplines OR equivalent real-world experience.
3+ years work experience writing server side JavaScript.
High level proficiency in Node.
Comfortable using docker and docker-compose for application development.
Working knowledge of TypeScript.
Experience using Apollo Server for GraphQL APIs.
Strong verbal and written communication skills.
Able to work and collaborate with a variety of customers.
Benefits

For more than 20 years, Moser Consulting has been the go-to source for exceptional IT talent with the ability to self-manage. At Moser Consulting, our people are our #1 asset. We hire the best people, welcome them like family, connect them with opportunities, and let them do what they do best: produce innovative solutions to technology problems.

Our culture gives us a competitive advantage by keeping our employees happy, healthy, and by lowering stress levels in a very demanding industry. It is no accident that we are recognized as one of the Best Places to Work in Indiana. We focus on giving employees: an incredible work space; a fun, collaborative, and creative atmosphere; an extremely generous compensation package; and dozens of outstanding and unique perks usually not found at one company.

Equal Opportunity Employer–minorities/females/veterans/individuals with disabilities/sexual orientation/gender identity.",4.8,"Moser Consulting
4.8","Indianapolis, IN",,201 to 500 Employees,1996,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),
