Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Jr. Software Engineer,,"Description

Job Description:

Why wake up every day and want more when YOU CAN HAVE IT? Do you love KNOWING at the end of each day that your work made a difference? We embrace and solve some of the world's toughest challenges. We’re focused on ensuring our intelligence customers have the right tools, technologies, and tactics to keep pace with an ever evolving threat landscape and succeed in their mission to protect people and critical assets around the world. Who wouldn’t be fulfilled being part of that every day? We know once you join Team Leidos, you are sure to go home at the end of every day knowing YOU MADE A DIFFERENCE, resulting in one of the most REWARDING careers you could have imagined. EACH DAY MATTERS!

We have an IMMEDIATE NEED for an Entry Level Software Engineer to provide Agile DevOps support to mission critical systems. As a Software Engineer on this program, you will have the opportunity to build strong systems and software utilizing cloud capabilities and Agile experience to support a complex program. Based in DevOps framework, you will participate in and/or direct major deliverables throughout all aspects of the software development lifecycle including scope and work estimation, architecture and design, coding and unit testing.

Primary Responsibilities:

Participate in software programming initiatives to support innovation and enhancement, using Java, JavaScript, Python, SpringBoot, Hibernate, C++.
Participate in software system validation and testing methods using Junit and Katalon
Participate in software solutions to leverage automated deployment technologies
Participate in developing prototype and deploy solutions within Commercial Cloud Solutions leveraging Infrastructure platform services
Support the Agile software development lifecycle following Program SAFe practices
Use industry leading DevOps tools like GitHub, Jenkins, Unix bash scripting
Participate in systems software development, including deployment of build artifacts across different environments leverage GitFlow constructs
Communicate key project data to team members and build team cohesion and effectiveness.
Leverage Atlassian tool suite like JIRA and Confluence to track activities
Create innovative solutions to meet the technical needs of customers.

Basic Qualifications:

Experience with scripting languages, such as Java, JavaScript, Python, Bash
Excellent communication skills (written and verbal)
Familiarity with common Agile practices
Basic knowledge of software design patterns
Proficiency with MS Office Products (Word, Excel, Visio, & PowerPoint).
Candidate must have BS degree with and Less than 2 years of prior relevant experience
Ability to obtain a security clearance
All candidates must be US CITIZENS to be considered for the position

Preferred Qualifications:

Mobile development
SQL Server 2014+ and Transact-SQL (T-SQL)

External Referral Bonus:
Eligible

Potential for Telework:
No

Clearance Level Required:
None

Travel:
No

Scheduled Weekly Hours:
40

Shift:
Day

Requisition Category:
Professional

Job Family:
Software Engineering

Leidos is a Fortune 500® information technology, engineering, and science solutions and services leader working to solve the world’s toughest challenges in the defense, intelligence, homeland security, civil, and health markets. The company’s 38,000 employees support vital missions for government and commercial customers. Headquartered in Reston, Va., Leidos reported annual revenues of approximately $11.09 billion for the fiscal year ended January 3, 2020. For more information, visit www.Leidos.com.

Pay and benefits are fundamental to any career decision. That's why we craft compensation packages that reflect the importance of the work we do for our customers. Employment benefits include competitive compensation, Health and Wellness programs, Income Protection, Paid Leave and Retirement. More details are available here.

Leidos will never ask you to provide payment-related information at any part of the employment application process. And Leidos will communicate with you only through emails that are sent from a Leidos.com email address. If you receive an email purporting to be from Leidos that asks for payment-related information or any other personal information, please report the email to spam.leidos@leidos.com.

All qualified applicants will receive consideration for employment without regard to sex, race, ethnicity, age, national origin, citizenship, religion, physical or mental disability, medical condition, genetic information, pregnancy, family structure, marital status, ancestry, domestic partner status, sexual orientation, gender identity or expression, veteran or military status, or any other basis prohibited by law. Leidos will also consider for employment qualified applicants with criminal histories consistent with relevant laws.",3.7,"UNCOMN
5.0","Reston, VA",,10000+ Employees,1969,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),
Programmer,,"JOB DESCRIPTION *
POSITION TITLE *PROGRAMMER *REPORTS TO MIS MANAGER *
FUNCTION *COMPUTER PROGRAMMING *COMPANY *FUTABA CORPORATION OF AMERICA
LOCATION HUNTSVILLE, AL*
ROLES: *
POSITION SUMMARY: *
The Programmer is responsible for creating and modifying computer programs by converting project requirements into code. Primarily this role will support Huntsville Factory, however collaboration and team work with the Schaumburg location will be required.
ESSENTIAL DUTIES AND RESPONSIBILITIES: *
Write, update, and maintain computer programs or software packages to handle specific jobs, such as tracking inventory, storing or retrieving data, or controlling other equipment.
Compile and write documentation of program development and subsequent revisions, inserting comments in the coded instructions so others can understand the program.
Conduct trial runs of programs and software applications to be sure they will produce the desired information and that the instructions are correct.
Correct errors by making appropriate changes and then rechecking the program to ensure that the desired results are produced.
Consult with management to clarify program intent, identify problems, and suggest changes.
Perform or direct revision, repair, or expansion of existing programs to increase operating efficiency or adapt to new requirements.
Write, analyze, review and rewrite programs and apply knowledge of computer capabilities, subject matter, and symbolic language.
Write or contribute to instructions or manuals to guide end users.
Perform systems analysis and programming tasks to maintain and control the use of computer systems software as a systems programmer.
Consult with and assist computer operators or test engineers to define and resolve problems in running computer programs.
All other duties as assigned by management to ensure the success of Futaba.
EXPERIENCE AND EDUCATIONAL REQUIREMENTS: *
Bachelors of Science Degree in Computer Science or equivalent.
3-5 years of programming experience in C#, Visual Basic, .NET framework and ASP.NET are required
Experience in MySQL, PHP, HTML, JavaScript and WordPress are desired.
Experience with Infor SyteLine/Cloud Suite Industrial (CSI) is a plus.
MINIMUM SKILLS, KNOWLEDGE & ABILITY REQUIREMENTS: *
Strong written communications and reading comprehension skills: Ability to read and write technical documents; understanding written sentences and paragraphs in work related documents.
Strong verbal communication skills: Ability to effectively communicate information in one-on-one and small group situations to customers, management, and other employees of the organization.
Strong organizational skills and detail oriented.
Advance math skills with knowledge of arithmetic, algebra, geometry, statistics and their applications.
Knowledge of circuit boards, processors, chips, electronic equipment, and computer hardware and software, including applications and programming.
Strong knowledge of PC hardware and Microsoft Windows operating systems.
Ability to work well in a team environment.
WORK ENVIRONMENT: *
The work environment characteristics described here are representative of those an associate encounters while performing the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions:

The noise level in the work environment is generally quiet.
PHYSICAL & MENTAL REQUIREMENTS: *
The physical demands described here are representative of those that must be met by an associate to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions:
Sedentary physical activity requiring reaching, lifting, finger dexterity, grasping, feeling, repetitive motions, talking and hearing.
Visual requirement is for close vision, distance vision, peripheral vision and ability to adjust focus.
80% or more time is spent looking directly at a computer.
Employee is occasionally required to stand, walk (or otherwise be mobile).
Ability to deal with stressful situations as they arise, apply common sense understanding to carry out detailed but uninvolved written or oral instructions, deal with problems involving a few concrete variables in standardized situations.
Job Type: Full-time

Benefits:
401(k)
401(k) matching
Dental insurance
Disability insurance
Health insurance
Life insurance
Paid time off
Tuition reimbursement
Vision insurance
Schedule:
8 hour shift",1.9,"Futaba Corporation of America
1.9","Huntsville, AL",,51 to 200 Employees,,Subsidiary or Business Segment,Electrical & Electronic Manufacturing,Manufacturing,$25 to $50 million (USD),
CONTRACT - Software Engineer (Analytics) (NTD),,"Nintendo Technology Development

The worldwide pioneer in the creation of interactive entertainment, Nintendo Co., Ltd., of Kyoto, Japan, manufactures and markets hardware and software for its Nintendo Switch ™ system and the Nintendo 3DS ™ family of portable systems. Since 1983, when it launched the Nintendo Entertainment System ™ , Nintendo has sold more than 4.7 billion video games and more than 740 million hardware units globally, including Nintendo Switch and the Nintendo 3DS family of systems, as well as the Game Boy ™ , Game Boy Advance, Nintendo DS ™ family of systems, Super NES ™ , Nintendo 64 ™ , Nintendo GameCube ™ , Wii ™ and Wii U ™ systems. It has also created industry icons that have become well-known, household names, such as Mario, Donkey Kong, Metroid, Zelda and Pokémon. A wholly owned subsidiary, Nintendo Technology Development, based in Redmond, Washington, creates future hardware/software technology and researches North American-based technologies.

As a Software Engineer in Analytics you’ll be working with a team of talented engineers and data scientists and be responsible for the implementation and maintenance of a data ingestion, storage, and visualization platform.

DESCRIPTION OF DUTIES

Design, implement, and test internal libraries and cloud-based infrastructure
Triage incoming issues and resolve defects in a timely manner
Work with project managers to gather and document functional requirements
Effectively and proactively document work
Works with Nintendo’s global technical teams on project priorities
SUMMARY OF REQUIREMENTS
3 – 5 years of experience developing software using C#
Working knowledge SQL and the ability to write queries
Solid experience with AWS including
Lambda Functions
Kinesis Streams and Kinesis Firehose
S3 Storage
Excellent verbal and written communication skills
Experience with Python, C++, JavaScript, and/or container services (i.e. Docker) is a plus
We are an equal opportunity employer of individuals with disabilities and protected veterans....valuing diversity…celebrating strengths.",4.1,"Nintendo of America Inc.
4.1","Redmond, WA",,5001 to 10000 Employees,,Company - Public,Video Games,Media,$10+ billion (USD),
Senior Javascript Engineer,,"We're looking for a Senior Javascript Engineer with a strong portfolio of experience using back-end & client-side javascript frameworks. You’ll support the development of features across OpenClinica’s web apps including our form engine & single page applications. You will be a part of a small but nimble tight-knit team that is focused on bringing enhancements and expanded functionality to market for our research data capture platform, using a microservices architecture, a SaaS delivery model, and open, modular APIs:

https://blog.openclinica.com/2016/09/22/openclinica-4/

Much of our code is open source, so you can build a public portfolio of your work and get to collaborate with lots of smart researcher/developers around the world. We're interviewing qualified candidates right away and the right person will get an offer very quickly.

Your top priorities will be to:
Have fun doing what you love to do!
Participate in development life cycle activities like design, coding, testing and production release.
Partner closely with product to craft great product experiences.
Bring your creative thinking, curiosity, strategies, and ideas to advance our company’s values, unique culture, and vision for the future.
Qualifications
4+ years experience delivering enterprise class Javascript web applications, with at least 2 most recent years working with Angular.js, Node.js, etc.
3 years current experience building single page applications with popular JS frameworks and libraries (React, Angular, Webpack, Underscore, etc.).
Experience with test automation: TDD, unit/integration/functional testing.
Experience with HTML5, CSS3, Sass, Bootstrap, and cross-browser and device development.
Solid understanding of object-oriented design and programming concepts, core JavaScript concepts like scope/closures, the event loop and asynchronous callbacks, promises.
A passion for quality and writing clean, solid, readable code that scales and performs well.
Strong desire to learn, push the envelope, and share knowledge with others.
Excellent written and verbal communication skills, including the ability to explain ideas to both technical and nontechnical people.
Familiar with agile, git, cloud, docker and related infrastructure technologies.
Prior experience working with healthcare or life science software, and/or contributing to open source software projects a plus.
BS in Computer Science or equivalent experience.
What We Offer

Compensation is competitive and includes base salary + bonus. Benefits include:
401k plan with matching
Flexible Spending Account
Health and dental insurance
Life insurance
Short and long term disability
Flexible paid time off
In addition, we offer some useful and fun perks, such as:
A professional development budget just for you!
Free parking to keep you sane
Free gym to keep you healthy
Free coffee to keep you peppy
A fun culture and happy people!
To Apply:
Please send resume, code samples/portfolio, and cover letter to jobs@openclinica.com.
About OpenClinica LLC:

OpenClinica accelerates the pace of healthcare innovation by working to automate the clinical research process. We have a rapidly growing customer base, and while we’re a small company, we are a globally recognized brand in clinical research. We offer valuable experience and opportunities for leadership that are hard to find elsewhere.",4.9,"OpenClinica LLC
4.9","Waltham, MA",,1 to 50 Employees,2006,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $10 million (USD),
Enterprise Cloud Technical Architect (Azure),,"Enterprise Cloud Technical Architect (Azure)

Comparable titles:

Azure Technical Architect, Cloud Architect- Azure, Cloud SaaS Architect

Scope:

Blue Yonder, a leading AI-driven Global Supply Chain Solutions Software Product Company and one of Glassdoor’s “ Best Places To Work ” is seeking an Enterprise Azure Cloud Technical Architect to be an integral part of the Cloud Services Design Team (CSDT)
CSDT- Closed loop collaboration with Architecture, PD, Operations, Support, and Pricing in the development of related delivery standards for BY SaaS. This includes design, documentation and alignment of the BY SaaS foundational architecture in collaboration with product development in support of product modernization workstreams of new and existing applications and services.

What you’ll do?

Contribute to the SaaS transformation and modernization of legacy products/solutions for SaaS enablement
Leveraging your experience in IaaS, PaaS and SaaS hosting, by working closely with engineering, cloud operations, and product development with the result of producing architectural blueprints and services that are core to Blue Yonder’s cloud ecosystem
Provide input with evaluating and introducing new tools and technologies
Owning and mastering product technology, and their ecosystems, to strengthen and generalize this knowledge across SaaS engineering teams
Advocate adherence to architectural standards/principles, global product-specific guidelines, usability design standards, and blue printing

What are we looking for?

Education:

Bachelors (STEM) degree preferred

Cloud & Architecture related experience:

Minimum of 3+ years in a solution architecture role using service and hosting solutions such as private/public cloud IaaS, PaaS and SaaS platforms
Knowledge of cloud security controls including tenant isolation, encryption at rest, encryption in transit, key management, vulnerability assessments, application firewalls, SIEM
Experience building and supporting mission critical technology components with DR capabilities
Experience with multi-tier system and service design and development for large enterprises
Experience with configuration management and automation tools such as Ansible, DSC, Puppet, Chef, Salt
Experience with claims-based authentication (SAML/OAuth/OIDC/Azure B2C), MFA, and RBAC

Azure related:

5 + years Azure Architecture experience is highly desirable
Microsoft Azure Architect (AZ-300/301 or equivalent) certification is highly desirable
Demonstrable experience with Azure, Azure Stack, and Azure AD with strong knowledge of Kubernetes and Azure Kubernetes
Experience with networking and networking technologies eg: (Firewalls (L7), Load balancers (F5, Azure traffic manager, Azure load balancer, Azure Application Gateway/WAF)

Nice to have:

Knowledge and understanding of software development full lifecycle methodologies, patterns, frameworks, libraries and tools as you’d work closely with our Product Development teams,
Relational, graph and/or unstructured data technologies such as SQL Server, Azure SQL, Azure Data Lake, HD Insights, Hadoop, MongoDB, MySQL, Couchbase
Programming and scripting languages such as JavaScript, PowerShell, Bash, SQL, .NET, Java, Python, PHP, Ruby, PERL, C++
Data ingestion technologies or standards such as SFTP/FTP, AS2, Azure Data Factory, SSIS
Experience with visualization tools such as Power BI
LI-AD1
Supply Chain Nation

Our Values

If you want to know the heart of a company, take a look at their values. Ours unite us. They are what drive our success – and the success of our customers. Does your heart beat like ours? Find out here: Core Values

Check out Blue Yonder's blog - Supply Chain Nation - the platform for supply chain trends and innovations.

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or protected veteran status.",4.4,"JDA Software
4.4","Dallas, TX",,5001 to 10000 Employees,1985,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $2 billion (USD),
Senior Application Architect,,"* Code, refactor, design simple, working solutions and troubleshoot system issues. * Analyze and resolve critical, time sensitive production tickets. Architect and develop web applications using Node.JS, Spring, Angular frameworks. * Provide technical support on projects or troubleshoot system issues across multi-tier web architecture. * Analysis, design, build and implementation of end to end solution delivery Job Type: Full-time Pay: $130,000.00 per year Experience: * Javascript frameworks: 5 years (Preferred) * Multi-tier web solutions architect: 10 years (Preferred) * Node.js: 3 years (Preferred) Education: * Bachelor's (Required) Location: * Linthicum, MD (Preferred) Work authorization: * United States (Required)",4.1,"Cyberbahn Federal Solutions,, LLC
4.1","Linthicum, MD",,1 to 50 Employees,,Contract,,,Less than $1 million (USD),
Full Stack Engineer,,"Data Ductus is a global software consulting firm specializing in advanced network automation, service orchestration, and cloud solutions. We are software engineers with a passion to solve technically challenging problems in agile, scalable teams using the latest tools and languages. We are looking for another Full Stack Engineer to help us deliver cutting-edge network automation solutions and the user experiences that enable them. We are actively involved in several exciting development projects with top-tier carriers, global resellers, and major telecommunications equipment providers, and the interest in automation for service provisioning, DevOps, workflow solutions, and great user-experiences has never been greater.

Additionally, in this role, this engineer will contribute to the user-experience development of internal projects and sales enablers that we create to help us start projects with new technologies.

The successful candidate will have a B.S. in Computer Science or equivalent discipline and at least 5 years of experience in Web application and software automation development with a preference towards experience with equipment vendors and telecommunications providers. Specific requirements include:
Minimum of 3-5 years of professional experience building Web Application UIs using HTML5, CSS and JavaScript (ES6+) consuming RESTful APIs and JSON
Strong understanding of JavaScript design patterns and MVVM frameworks such as Angular
Solid Experience in building web applications using Python and Angular (version 8 and above preferred)
TDD experience with either Mocha or Jasmine
Browser driven, automated testing experience with Karma
Solid experience with Docker, Kubernetes, and any container-based platforms
Sound knowledge on DevOps methodology, CI/CD Pipeline, tools
Significant experience developing in Linux environments
Experience with networking equipment operation, configuration, and management is a plus
Job Type: Full-time

Pay: $80,000.00 - $110,000.00 per year

Benefits:
401(k)
401(k) matching
Dental insurance
Disability insurance
Health insurance
Paid time off
Vision insurance
Schedule:
Monday to Friday
COVID-19 considerations:
We are all working from home and will come together at the office again when it is safe to do so. Until then, we are productive and motivated for our customers from our homes and get together for virtual Happy Hours and Swedish fika to keep in touch.

Experience:
Software Development: 3 years (Required)
Education:
Bachelor's (Required)
Language:
English (Required)
Work authorization:
United States (Required)
Work Location:
One location
This Job Is:
A job for which all ages, including older job seekers, are encouraged to apply
Company's website:
https://www.dataductus.com
Benefit Conditions:
Only full-time employees eligible
Work Remotely:
Temporarily due to COVID-19",5.0,"Data Ductus, Inc
5.0","Maynard, MA",,51 to 200 Employees,,Subsidiary or Business Segment,,,Less than $1 million (USD),
Front End Engineer – Javascript/React/Angular,,"Front End Engineer*
_Position requires US citizenship and the candidate must have the ability to obtain a DoD Top Secret SCI Security Clearance._
BigBear, Inc.* is a leading provider of big data computing and analytic solutions. We help people make sense of their data using our cloud-based platform and big data processing algorithms. Each day, we crunch massive volumes of structured and unstructured data into usable and actionable information for our customers.
You will be responsible for the front end parts of our stack: implementing and optimizing UI Components, as well as writing efficient code to render maps in a browser. You will take new features from concept and design to implementation and testing. The successful candidate will be a self-starter that demonstrates excellent communication and problem-solving skills with a strong drive for innovation.
REQUIRED EXPERIENCE: *
• Angular, React, D3, or other JS front end frameworks
• UI/UX design including wireframes, storyboards, and user stories
• Cross-browser design and development
• Bachelor’s or Master’s degree in Computer Science, Engineering, a related field, or equivalent work experience
PROFERRED* *EXPERIENCE: *
• MapBox, Leaflet, or other web mapping technologies
• Agile/Scrum development process
• AWS Certification
• Security+ or CISSP Certification
• Cypress Experience a Bonus
TECHNOLOGY WE USE: *
• Angular, React
• ElasticSearch
• PostgreSQL
• Python - Django
• AWS
• Docker
• Git
• Jenkins
Our Company: *
BigBear, Inc.* is a software development company with locations in San Diego, Washington DC, Charlottesville, and Reston, VA. Our mission is to enable big data computing and analytics for our customers at a low cost. We leverage capabilities such as machine learning, crowdsourcing, geospatial image processing, and Extract-Transform-Load (ETL) data processing using our on-premise cloud computing technology stack. Our solutions provide a unique offering of products, custom-built software, and services focused within Big Data Analytics, Geospatial Information Systems (GIS), Visualization and Cloud Computing to our Department of Defense, and Commercial customers. We currently have exciting and challenging career opportunities for talented, motivated individuals who want to be part of a fast-growing company.
Our Team: *
We like to play with new toys and technologies. We like to break things to see if we can put them back together again in a better way. Our tails wag when we hear the words Big Data, Geospatial or Machine Learning. Each team member provides a unique set of advanced technical skills and trade that contributes to our overall success.
Perks/Benefits: *
· 100% employer-paid for Medical, Dental, and Vision insurance (PPO)
· A competitive salary based on experience
· Flexible Spending Account (FSA) - optional
· 401(k) with dollar-for-dollar match up to 6%
· A warm, cozy office with actual chairs and tables
· Life and Disability Insurance 100% paid for by the company
· Education Assistance
· 529 College Savings Plan - optional
· Healthy Rewards Program
· Pre-paid Legal & Identity Theft Protection - optional
· Gym Reimbursement
· Pet Insurance - optional
· A shiny magical machine that does wonderful things
· Flexible Hours
· Unlimited Coffee, Drinks and Snacks
· 6 WEEKS of Paid Time Off (PTO) on top of 11 Paid Holidays!
BigBear is an Equal Employment Opportunity Employer/Veterans/Disabled *
Job Type: Full-time

Pay: $85,000.00 - $125,000.00 per year

Benefits:
401(k)
401(k) matching
Dental insurance
Disability insurance
Employee assistance program
Flexible schedule
Flexible spending account
Health insurance
Life insurance
Paid time off
Parental leave
Professional development assistance
Referral program
Retirement plan
Tuition reimbursement
Vision insurance
Schedule:
Monday to Friday
Experience:
React: 3 years (Preferred)
JavaScript: 3 years (Preferred)
Education:
Bachelor's (Required)
Location:
Reston, VA 20191 (Required)
Work authorization:
United States (Required)
Work Location:
One location
This Job Is:
A job for which military experienced candidates are encouraged to apply
Company's website:
www.bigbear.io
Work Remotely:
Temporarily due to COVID-19",4.4,"BigBear, Inc.
4.4","Reston, VA",,51 to 200 Employees,2008,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,
Digital Designer,,"KGPCo is looking for a talented Digital Designer with experience working in HTML to work on our Marketing team. The successful candidate will be responsible for designing marketing campaigns (banner ads, emails, landing pages, etc.), events signage as well as website pages. This is a unique opportunity to use your creative ability and technical skills to help tell the KGPCo story through digital design on the website, in advertising, promotions, social media, and events. The Digital Designer will be a valuable member of the Marketing team, located in our Faribault, MN office which is 20 miles from the south metro. Potential opportunity for partial remote work arrangement.

What you'll do:

Have a pivotal role in creating a refreshed brand look and feel in marketing campaigns and materials
Lead the design of the website that produces a good user experience
Design page layouts and interactions to create aesthetic and functional designs from concept to completion considering functionality and aesthetics
Work closely with other content designers, developers, marketers and data analysts
Refine our brand guidelines and web style guide and design systems
Present and defend designs to stakeholders and incorporate their feedback
Work on-site and remotely with teammates from across the company
Use research and data to inform design decisions
Help strategize and define our Customer’s experience with KGPCo’s digital footprint
Work collaboratively with IT Team to execute designs
Contribute to brainstorming and idea generation sessions, take charge and own the process when needed
Ability and desire to own projects designing digital assets, web pages, and other marketing materials - and meet deadlines

What you've done:

5+ years of experience designing campaigns
4-year degree from college, university or art school
Portfolio of strong work that showcases that experience
Experience designing websites built with HTML5, CSS3, WordPress, JavaScript
Desire to have a direct hand in transforming and growing the KGPCo brand
Proficient in graphic design principles (typography, grids, layout, color), UX, UI
An understanding of how your designs affect the business
Excellent communication and presentation skills
Experience in designing for mobile responsiveness and using responsive frameworks like Bootstrap or CSS grids
A keen eye and up to date with current design best practices and technology
A strong business sense, and understands how your designs affect the business
A quantitative and qualitative understanding of why your design works or does not
Proficient in Adobe Creative Suite
Excellent communication, and presentation skills
Must be willing to work on a highly collaborative team
Attention to detail and a high degree of accuracy
Self-starter, someone who is dedicated to crafting and improving designs and processes
Other passions that would benefit the team like illustration, video editing, photography, or 3D design, animation preferred
Experience working in-house at a company preferred
Experience working on designing a website preferred
Passion for Visual Storytelling preferred

The best part: you will join an awesome team who appreciates visual communication, who believes that together we are greater than the sum of our parts, and who deeply care about those around us.

At KGPCo, we celebrate the diversity of our customers and our employees. We employ people from all backgrounds, and we are looking for people who will bring in their different perspectives and help us on our mission to provide an excellent experience for our customers and prospects.

If being part of a creative team with a substantial impact on company growth sounds like your kind of thing, let’s talk!

KGPCo is an Equal Opportunity Employer – M/F/Veteran/Disability/Sexual Orientation/Gender Identity

KGP2018",2.7,"KGPCo
2.7","Faribault, MN",,1001 to 5000 Employees,1973,Company - Private,Telecommunications Services,Telecommunications,Unknown / Non-Applicable,
UI Developer,,"Join our team dedicated to developing and executing innovative solutions in support of customer mission success.

Job Description:

We are seeking a full stack developer excited to address software problems in the national security sphere. The position encompasses web development, microservices, cloud infrastructure, and UI/UX design.

Responsibilities include:

Enjoy mission and customer-focused, data-driven interfaces
Leverage front-end web technologies to deliver information and analytics
Use Amazon Web Services to build scalable infrastructure
Utilize DevOps best practices
Lead and mentor other developers in UI/UX

Basic Qualifications:

5+ years of experience software/system development
3+ years of experience working with front-end technologies and back-end web/service frameworks
Bachelor's in Computer Engineering, Computer Science, Information Technology, or related field, or equivalent experience
Experiences working with:

JavaScript Framework (such as: Angular/React/Ember/Knockout/Backbone/Vue)
MVC Framework (such as: Django, Ruby on Rails, Grails)
AWS

Desired Skills:

Interest In:
Leading a team of developers to quickly iterate on a React application
Creating usable and intuitive interfaces
Building rich, data-driven web applications
Working with front-end and back-end technologies
Experience with:
Working on a cross-functional team
Delivering single page or rich web applications
Amazon Web Services
DevOps best practices (continuous integration, infrastructure as code, automated deployment)
Debugging web applications
Comfortable with:

Interaction with analysts to help drive requirements
Agile development
Writing reusable code that also matches customer requirements

Security Clearance:

TS with SCI eligibility

Novetta, from complexity to clarity.

Novetta delivers highly scalable advanced analytics and secure technology solutions to address challenges of national and global significance. Focused on mission success, Novetta pioneers disruptive technologies in machine learning, data analytics, full-spectrum cyber, cloud engineering, open source analytics, and multi-INT fusion for Defense, Intelligence Community, and Federal Law Enforcement customers. Novetta is headquartered in McLean, VA with over 1,000 employees across the U.S.

Our culture is shaped by a commitment to our core values:

Integrity • We hold ourselves accountable to the highest standards of integrity and ethics.

Customer Success • We strive daily to exceed expectations and achieve customer mission success.

Employee Focus • We invest in our employees' professional development and training, respecting individuality, and fostering a culture of diversity and inclusion.

Innovation • We know that discovering new and innovative ways to solve problems is critical to our success and makes us a great company.

Excellence in Execution • We take pride in flawless execution as we build a company that is best in class.

Earn a REFERRAL BONUS for the qualified people you know.

For more details, or to submit a referral: bit.ly/NovettaReferrals

Novetta is an equal opportunity/affirmative action employer.

All qualified applicants will receive consideration for employment without regard to sex, gender identity, sexual orientation, race, color, religion, national origin, disability, protected veteran status, age, or any other characteristic protected by law.",4.6,"Novetta
4.6",Virginia,,501 to 1000 Employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),
JavaScript Programmer for Video Surveillance System,,"IPConfigure is a privately-owned research and development software company and a leading developer of IP video surveillance solutions. We’re looking to hire a strong JavaScript / Front-End Engineer, creating customer-facing widgets working in our browser based video management system. The JavaScript developer must have strong experience in JavaScript, HTML, and CSS. This is an awesome opportunity to work leading edge technologies in the IP video surveillance market.
Benefits include: *
Competitive annual salary.
20 PTO days + 10 company holidays off per year.
Health insurance coverage.
401k plan with up to 4% corporate match.
Required skills: *
Expertise in JavaScript, HTML, CSS.
Familiarity with: JavaScript framework such as AngularJS, React, etc., CSS3, and HTML5.
Object Oriented design background.
Web service programming (SOA, SOAP, REST).
Bachelor’s Degree in Computer Science, Engineering, or related discipline.
Any of the following would be a plus: *
Video codecs, MJPEG, MPEG-4 Part 2, H.264.
Multimedia streaming (RTSP, progressive download).
Network programming (TCP, UDP, Unicast, Multicast).
Code samples and portfolio of designs.
Contributions to open source projects (for example a github page)
Responsibilities: *
Participate in a well-defined Agile software development process with other senior developers.
Develop high quality, well-designed application code for features and system components.
Participate in feature design, ensuring a balance between business and technology requirements.
Deliver code as scheduled that adheres to the design.
Find root causes of defects in features.
Adhere to coding practices designed to promote code reuse and standardization.
Provide time and resource estimates for own feature areas.
Identify risks and mitigation strategies.
About IPConfigure, Inc.*
Founded in 2003 and headquartered in Norfolk, Virginia, IPConfigure, Inc. is a privately owned research and development software company. A leading developer of enterprise IP video surveillance solutions, IPConfigure offers a variety of products - all of which leverage a browser-based interface and are capable of seamlessly supporting unlimited cameras, locations, users, and client sessions.

Job Type: Full-time

Pay: $50,000.00 - $110,000.00 per year

Experience:
relevant: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Location:
Norfolk, VA (Required)
Work authorization:
United States (Required)
Work Location:
One location
Benefits:
Health insurance
Dental insurance
Vision insurance
Retirement plan
Signing bonus
Paid time off
Parental leave
Schedule:
Monday to Friday",,"IPConfigure, Inc.","Norfolk, VA",,1 to 50 Employees,,Company - Private,Computer Hardware & Software,Information Technology,Less than $1 million (USD),
