Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Web Design Teacher for Online Courses,$10-$26 Per Hour(Glassdoor est.),"*Requirements: *

• Master's Degree required

• A portfolio of work or samples

*Qualifications: *

*As an instructor you would be required to have: *

*• A mastery of HTML5 & CSS3 *

*• Good design and UI/UX skills*

*• Experience with Photoshop / Illustrator*

*• A working knowledge of PHP & JavaScript*

*An ideal candidate would also have experience with: *

*• WordPress*

*• Bootstrap*

*• jQuery / Angular / Ajax*

*• SQL Databases*

*• Adobe Animate / Flash*

*Job Tasks, Responsibilities and Authorities: *

Instructor will perform a full range of duties, including:

• Prepare and implement web based lesson plans that lead to student comprehension of curriculum concepts

• Lead classroom instruction in real time, online

• Aid the college in keeping current with design and technology trends

• Update course materials as needed

• Assess student progress and maintain accurate student records

• Communicate with students, web department, and colleagues in a professional manner

Job Types: Full-time, Part-time

Experience:
* web development: 2 years (Required)

Education:
* Master's (Required)

Benefits:
* Health insurance
* Dental insurance
* Vision insurance
* Retirement plan
* Paid time off
* Flexible schedule
* Professional development assistance

Hours per week:
* 10-19
* 20-29
* 30-39

Schedule:
* Monday to Friday
* No weekends

Company's website:
* www.lauruscollege.edu

Benefit Conditions:
* Waiting period may apply
* Only full-time employees eligible

Work Remotely:
* Temporarily due to COVID-19",4.8,"Laurus College
4.8","San Luis Obispo, CA",,51 to 200 Employees,2006,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,
Senior Java/Javascript Software Development Engineer,$10-$26 Per Hour(Glassdoor est.),"At Ping Identity, we're changing the way people think about enterprise security technology. With our innovative Identity Defined Security platform, we're building a borderless world where people have total freedom to work wherever and however they want. Without friction. Without fear.

We call this digital freedom. And it's not just something we provide our customers. It's something that drives our company. People don't come here to join a culture that's built on digital freedom. They come to cultivate it.

We're headquartered in Denver, Colorado, and we have offices and employees around the globe. And we serve the largest, most demanding enterprises worldwide, including over half of the Fortune 100. Because even in the most complex enterprise environments, security shouldn't be a source of anxiety. It is one of your greatest competitive advantages.

We are looking for a senior full-stack software development engineer to join our PingCentral team. The PingCentral team develops multiple software products, which includes providing a pleasant and unified customer experience for orchestration of on-premises and SaaS-based Ping solutions, as well as SaaS solutions for managing Ping Customer deployments.

You Will:

Be a solid individual contributor on a high-output agile scrum development team, for developing the PingCentral solutions.
Contribute to product roadmap, planning, architecture and design.
Work with product management, UX designers, documentation and other agile product teams.
Report to the PingCentral Software Development Manager.

You Have:

7+ years of experience in distributed systems architecture.
4+ years of experience in micro-services architecture for building multi-tenant solutions.
5+ years of experience in Java.
2+ years of experience in JavaScript.
4+ years of experience building automated integration testing in micro-services architecture solutions.
2+ years of experience establishing CI/CD pipelines in SaaS solutions.
In-depth understanding of relational or NoSQL databases.
In-depth understanding of DevOps best practices.
Understanding of containerization technologies, including Docker.
Understanding of orchestration technologies, including Kubernetes.
Experience using Git in a team environment (merge requests, branching, push, and pulls).
CS Degree or equivalent experience.

You will have an advantage if:

2+ years of experience with relational or NoSQL databases.
2+ years of experience working with RESTful services.
3+ years of experience in some of the following technologies: Kafka, Cassandra, MySQL, React Redux, Splunk, Spring, Kubernetes, Docker, and AWS.

Our Benefits:

Open PTO
Parental Leave
Free Healthcare Option
401(k) Match
Generous Holiday Schedule
Commuter Offset
Education Reimbursement

Ping Identity is an equal opportunity employer. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or protected veteran status.",4.4,"Ping Identity
4.4","Denver, CO",,1001 to 5000 Employees,2002,Company - Public,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),
Senior Full Stack Ruby on Rails Engineer,$10-$26 Per Hour(Glassdoor est.),"See us on Chronicle 5 WCVB:
https://www.youtube.com/watch?reload=9&v=ouJBCg2aTzU

We are a fun and exciting web application and Big Data company. In order to meet an ever-increasing public demand, we are looking to hire a Lead Full Stack Ruby on Rails Engineer with outstanding web development and leadership experience. This is an exceptional opportunity for a great developer to become the lead engineer of a small, growing and profitable, venture-backed company.

Looking to make a move? This position will work from our offices in downtown Worcester, MA. (Read further about our location, below!) Relocation assistance will be offered for the right out-of-area candidate.
What You’ll Be Doing: *
Leading the incorporation of new features to our newly rearchitected and most popular product.
Serving as the Sr. developer and team lead in the technical development of our other real estate and map-based information products
Solving challenging problems working with massive datasets that include crime statistics, schools, lifestyles, neighborhoods and more
Working in an Agile environment writing code and tests you can be proud of
Keeping existing products up-to-date with the latest technologies, architectures, and standards
Advise other parts of the business on technical capabilities and options
Working alongside a nimble, cohesive engineering team
Collaborating with PhD Geographers and Statisticians to create new, disruptive products
What’s In it For You?*
Help people improve their lives, and businesses improve their bottom lines, by helping them find their ideal locations.
A casual, fun working environment, solving some of the most exhilarating Big Data problems in the industry, alongside a team that’s as passionate as you are about this stuff!
Competitive salary and great benefits (401(k), medical coverage, 4 weeks combined paid holiday and personal time each year)
Great work/life balance, with 40-45 hour work weeks the norm!
Long-term stability with a venture backed start up that is already profitable and growing
Investors include the Founders of MapQuest and CoreLogic
Required Skills & Experience: *
3-5 years designing and implementing complex, data-heavy web applications
3-5 years’ experience with Ruby on Rails and PostgreSQL / relational databases, AWS
Experience with design and building Web API development
3+ years’ front end development experience with React, HAML, JavaScript, jQuery, HTML, CSS
Experience as a small team leader, tech-lead or similar role
Self-directed time management, documentation and communication skills
Proven, effective ability to work with others
To be passionate about your craft and entrepreneurial in thinking about how engineering can solve business problems
An ideal candidate would also possess: *
Data mining experience
Scaling and performance tuning of high-traffic, data-heavy sites; Mapbox/Google Maps JavaScript APIs
Our Environment*
Hand coded Rails 4 & 5, Ruby 2.3, 2.4, HTML5/CSS3, JavaScript/jQuery/React
Google Maps API, Mapbox, Amazon AWS, PostgreSQL/PostGIS
We use all of your favorite tools: JIRA, Confluence, Bitbucket, GitHub, Chef, Puppet, etc.
Our Location*
Yards away from commuter rail hub, highway, pubs, restaurants and coffee shops.
5 miles in any direction and you are in quaint New England towns with nationally-ranked schools, historic charm, and great housing options (and we would know, we’re the experts!).
Company Description*
We are a small, high-end geospatial analysis Company born of university research, specializing in location-based decision-making tools: analytics, information and data. We license geospatial risk analytics and SaaS products for a host of business to business applications, and run the largest neighborhood search engine in the world, and “the most trusted source for choosing a neighborhood,” according to Money® Magazine.

Job Type: Full-time

Pay: $100,000.00 - $135,000.00 per year

Benefits:
401(k)
401(k) Matching
Dental Insurance
Disability Insurance
Flexible Schedule
Health Insurance
Life Insurance
Paid Time Off
Retirement Plan
Vision Insurance
Experience:
Ruby on Rails development: 3 years (Required)
PostgreSQL: 3 years (Required)
JavaScript, jQuery, React, HTML, CSS: 3 years (Preferred)
Education:
Bachelor's (Required)
Work Location:
One location
Visa Sponsorship Potentially Available:
No: Not providing sponsorship for this job
This Job Is Ideal for Someone Who Is:
Dependable -- more reliable than spontaneous
Detail-oriented -- would rather focus on the details of work than the bigger picture
Achievement-oriented -- enjoys taking on challenges, even if they might fail
Autonomous/Independent -- enjoys working with little direction
Schedule:
Monday to Friday
Day shift
8 hour shift
Company's website:
www.locationinc.com, www.neighborhoodscout.com, www.corelogic.com
Company's Facebook page:
https://www.facebook.com/locationinc/
Benefit Conditions:
Waiting period may apply
Only full-time employees eligible
Work Remotely:
No",,"Location, Inc. / CoreLogic","Worcester, MA",,,,,,,,
Senior Software Engineer,$10-$26 Per Hour(Glassdoor est.),"Are you looking for a high energy, strategic, and fast-paced position as a Senior Software Engineer? Join Relias, the company changing lives throughout the world by helping healthcare organizations improve their clinical outcomes!

Relias provides software and services to more than 10,000 healthcare organizations and providers, addressing the primary concerns of recruiting, retention, risk mitigation, compliance, and the move from fee for service to value-based reimbursements. In addition to unrivaled content, Relias offers pre-hire assessments and in-depth analytics that allows for the demonstration of skill and performance, resulting in better patient, resident and client outcomes, as well as better financial results. We are passionate about our product and our clients; what we deliver is truly something you can be proud to represent. Our clients think so, too – we proudly boast a retention rate close to 100%!

WHAT CAN RELIAS OFFER YOU?

Competitive base salary
Fantastic health and wellness benefits package, including an outstanding 401k match, an unlimited PTO program, and paid holidays, including your birthday!
Comprehensive two-week onboarding program – a great introduction to our company, customers and culture!
Growth and career advancement opportunities!
Integrated 15 acquisitions over the last five years
20%+ annual employee promotion and transfer rate

WHAT YOU’LL BE DOING:

Full-stack software development on Relias' learning platform
Working closely with other developers, QA, and product owners on a highly functional agile team
Leading and mentoring a team of junior and mid-level developers and test engineers
Ensuring system health and fixing defects
Solving difficult problems through research and innovation
Contributing to the department's wiki knowledge base

WHO YOU’VE GOT TO BE:

Eager to building things and to ship software
Hungry to learn (and teach) new technologies and frameworks
Passionate about quality and seeing things to completion
Experienced leading code reviews and coaching others
A positive, fun team member

YOU’VE GOT WHAT IT TAKES IF YOU HAVE:

A Bachelor’s degree, or equivalent experience
5+ years of .NET Core, C#
3+ year of a modern JavaScript framework (Angular, React, Knockout, etc.)
3+ years of SQL Server
Experience with ASP.NET Web Forms
Experience with Agile methodology
Experience with Microsoft Azure
Experience releasing software / knowledge of the SDLC process
Passion for setting standards of system design and service-oriented architecture
Ability to influence and lead team
Desire to mentor associate and mid-level software engineers
Strong communication and interpersonal skills

IT WOULD BE NICE IF YOU HAVE:

Redis, Service Bus, Web API, WCF, ASP.Net MVC
Familiarity with privacy and security best practices
Passion for learning - remaining current on new technologies
Desire for continuous improvement - determining process improvements, best practices, and develop new processes.
Experience working in close partnership with cross-functional teams and management.

INDHP

Relias is an Equal Opportunity Employer and a Drug-Free workplace

Company: Relias LLC

Country: United States of America

State/Region: North Carolina

City: Morrisville

Postal Code: 27560

Job ID: 98802

[[customQuickApply]]98802Relias LLC",2.5,"Relias
2.5","Morrisville, NC",,501 to 1000 Employees,2012,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),
.NET Developer - Web,$10-$26 Per Hour(Glassdoor est.),"We have an immediate opportunity for a programmer with C# - primarily in ASP.NET. This opportunity will represent an initial contract engagement, with potential for future employment. The successful candidate will likely have between 2 and 5 years of software development experience.

Responsibilities for this position will include, but are not limited to:
Coding, Testing, Documentation in the areas of Development.
Code new solutions based on business specifications.
Support bug fixes and implement enhancements to existing systems.
Create and troubleshoot simple to moderate level SQL scripts.
Participate in team meetings and code reviews.
Minimum Qualifications:
Exceptional written and verbal communication skills.
Demonstrated experience with C# ASP.NET Webforms development.
Proficient in Visual Studio and SQL Server Management Studio.
Experienced in creating/troubleshooting SQL scripts.
Understanding and ability to apply best practices in regards to SQL schema design.
Experience using a code repository such as SVN.
Familiarity with AJAX / HTML / JavaScript / CSS.
Self-starter with the ability to work independently while managing to clearly defined deliverables and timelines.
Preferred skills:
Familiarity with Unit Testing.
Familiarity with Entity Framework or other ORM Tool.
Familiarity with Telerik controls for ASP.NET.
Knowledge of client/server architecture.
Familiarity with development and use of common class libraries.
Nice to have:
Experience with MVC.
Experience with Microsoft Office Add-ins development.
Experience with Xamarin mobile development.
Experience with automated testing.
Our organization seeks highly motivated individuals who share our goals for success.
Job Type: Full-time

Pay: $60.00 - $80.00 per year

Benefits:
401(k) matching
Dental insurance
Health insurance
Paid time off
Vision insurance
Schedule:
8 hour shift
Experience:
.NET: 1 year (Preferred)
Location:
Wilmington, DE 19809 (Preferred)
Work Remotely:
Temporarily due to COVID-19",2.0,"doeLEGAL, Inc.
2.0","Wilmington, DE",,1 to 50 Employees,,Company - Public,,,Less than $1 million (USD),
Software Engineer,$10-$26 Per Hour(Glassdoor est.),"We provide technology that community financial institutions use to manage risk and drive growth. Our solutions automate key processes – from anti-money laundering to fraud detection to CECL readiness to lending workflows – empowering our customers by addressing their Enterprise Risk Management needs.

This is an exciting opportunity for someone who is not only a master of their craft, but also shares our commitment to driving a strong company culture by putting their heart and soul into their work every day.

Abrigo is seeking an ASP.NET Software Engineer to join our talented and dedicated development group as an integral part of building our next generation solutions and bringing simple solutions to complex banking problems’ to life. This position is a key role in our software engineering group.

We are seeking a highly motivated and skilled Software Engineer to help us leverage and build upon our core expert system and suites of financial analysis products. The position will require development work in a fast-paced environment at a rapidly growing company. The expectation for this individual is to not only execute but innovate at a high level.

What You'll Do:
Build, enhance, and maintain world-class web applications.
Build, maintain, and enhance complex financial software solutions.
Work in a full stack web-based development environment.
Build prototypes, functional code, and automated tests.
Take ownership of your work, and provide feedback in a fast-paced, interactive development cycle.
Quickly find solutions to technical challenges, ranging from building super smooth UIs to efficiently performing complex calculations to designing data structures to represent complex systems.
What You'll Need:
Bachelor’s degree in Computer Science or related field.
Experience in web development and Object-Oriented Design preferred.
Experience with the traditional front-end web stack (HTML, CSS, JavaScript).
Experience with the following web technologies is preferred: AngularJS, Knockout, nHibernate, C#, Java, ASP.NET, SQL.
What You’ll Get:
Market competitive total rewards package
To be part of the Heart & SOUL of a winning company with an inspiring mission
The opportunity to Make Big Things Happen
Competitive salary along with full health benefits with an HSA option
Unlimited PTO and bank holidays
401(k) plan and company match
We are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, gender identity, age, genetic trait, sexual orientation, national origin, disability status, or any other characteristic protected by law.

Abrigo is committed to providing reasonable accommodations for qualified individuals with disabilities and disabled veterans in our job application procedures. If you need assistance or an accommodation due to a disability, you may contact us at Careers@abrigo.com with the subject line accommodation.",3.6,"Abrigo
3.6","Raleigh, NC",,201 to 500 Employees,2001,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),
Full-Stack Engineer,$10-$26 Per Hour(Glassdoor est.),"Scaled Agile, Inc., (https://www.scaledagile.com) is the provider of SAFe®, the world’s leading framework for enterprise agility.Through learning and certification, a global partner network, and a growing community of over 600,000 trained professionals, Scaled Agile helps enterprises build better systems, increase employee engagement, and improve business outcomes.

Based in beautiful Boulder, Colorado, Scaled Agile is a member of the Pledge 1% corporate philanthropy movement, SAI contributes to the local community and seeks to inspire and encourage other companies to the same purpose.

Overview of position: At Scaled Agile we are building an in house team of creative software engineers to enhance the Collaborate Platform which provides our SAFe community the next generation capability for distributed, Agile teams. The Collaborate platform enables companies to align on priorities, develop roadmaps and create budgets that improve performance throughout the organization.

This is an exciting opportunity to contribute your SaaS experience and expertise in a truly agile company with a design oriented team using software development best practices. We use a design driven, core technology approach, utilizing a set of services, apis and patterns to build our application. In addition to delivering significant functionality to our platform we’ll be looking to improve our cloud infrastructure and all the technical fun that entails.

What you’ll be doing: As a senior full-stack engineer you will be working with the team to deliver features for our platform. This role is heavily weighted toward front-end skills, you will be implementing designs to create visually compelling user flows connecting them to application services via reactive component based development. In terms of back-end, you will assist on designing and implementing APIs and application services to support front end development as well as creating backend components to support processing tasks and integrations with other systems.

Skills and experience important for the role: You must possess a solid technical background with the ability (or proven desire) to create secure, scalable, standards compliant solutions. While we’d like you to grok Agile development practices and multidimensional collaboration, we’re happy to teach you what you don’t know.

You'll need to be dynamic, fast working and absolutely reliable, capable of working under tight schedules. Good communication skills, attention to detail, patience and a sense of humor are essential.

Development Skills

At least 3 years experience in Angular, React or Vue developing self-contained, reusable, and testable modules and components. This role will be heavily front end focused.

Solid front end skills, ability to code maintainable, testable javascript and the ability to improve existing codebases using best practices

Given a visual design, you can generate html5 to create an implementation which works well on iOS/Android devices

Experience in functional concepts such as asynchronous programming using futures and functional composition

Command of a modern server-side programming language: Scala or Java

Build systems that are simple and scale

Ability to write code in a functional and reactive programming style

Proficient at API design and implementation

Experience developing with backend web application frameworks such as Lift, Play!, Spring Boot, Phoenix or Django.

Familiarity with relational mapping technology and able to write SQL to update and retrieve data

Facile with concurrent programming and distributed systems development.

Design Skills

Proficient at API design and implementation

Able to interface with front end and backend developers to architect simple solutions to complex problems

Agile Skills

Able to function within a team with fluid roles and evolving backlog

Adhere to best practices by using and creating development patterns

Able to deliver whole and complete product within the bounds of sprint

Where you’ll be working: Although preference will be given to candidates in Metro Denver / Boulder, we are open to candidates working remotely from other U.S. locations.

Why Scaled Agile?

We are a growing organization with a proven revenue model and are the global market leader in software and systems development knowledgeware.

This is a place for people who love technology environments, geek out on methodologies and are always thinking about how things can be improved. While we have free snacks and a nice office environment, Foosball and a kegerator are not what we’re about.

We are a group of seasoned professionals and systems thinkers who are passionate about our mission of helping the biggest organizations in the world improve the way they produce software and create real value. We're profitable, we're agile.

If you are looking for an opportunity to contribute to the direction and success of a vibrant business we'd love to hear from you. Please provide a resume and a few thoughts on why you think you’d be a great fit. (We still read cover letters).",3.9,"Scaled Agile
3.9","Boulder, CO",,1 to 50 Employees,2011,Company - Private,,,$1 to $5 million (USD),
Web Designer/Developer,$10-$26 Per Hour(Glassdoor est.),"Job Description Web Designer/Developer

A web designer/developer is responsible for the design, layout and coding of a website. They are
involved with the technical and graphical aspects of a website - how the site works and how it looks.
They can also be involved with the maintenance and update of existing sites.

Key skills:
 Imagination
 Creativity
 Patience
 Attention to detail
 Analytical skills
 Communication skills
 Technical ability
 Excellent IT skills
 SEO knowledge
 Experience of using programs such as Adobe Suite

Duties:
Gather Information
Before they start any coding work, programmers first consult with clients and end users to discuss the
project’s requirements and specifications. This helps them determine the proposed web program’s
objective.

Scope Projects
After a web programmer gathers information about the application to be created, they “scope” the project
by identifying what needs to be done, how to do it, and when it needs to be finished. They also choose an
appropriate scripting language for the job based on the project’s scope.

Design Process
Executing all visual design stages from concept to final hand-off.
Conceptualizing original website design ideas that bring simplicity and user friendliness to complex
roadblocks. Establish and promote design guidelines, best practices and standards.

Code Web Applications
After gathering information and scoping the project, the web programmer writes code for the web
application. During this phase, they usually conduct automated testing, because programming and testing
at the same time makes projects more efficient.

Test Products and Code
After the programming process is complete, web programmers conduct further testing. This includes
fictional testing to make sure the code works and user testing to make sure the program fulfills the
end user’s requirements.

Maintain and Update Programs
It’s the web programmer’s responsibility to repair, modify, and update programs and applications as
needed. They’re also responsible for detecting and fixing any bugs found before the product
launches.

Manage Databases
Most web applications and programs are database-driven, so programmers need the ability to
develop and manage these databases.

Tools of the Trade
Web programmers work with web applications that require the use of specific programs and coding
languages, such as:
 Programming languages (such as PHP, JavaScript, Ruby on Rails, C++, ASP, NET, AJAX, SQL
and XML)
 Design software (such as Adobe Creative Suite)
 Testing and debugging software (such as Browser Stack and Firebug)
 Web development software (such as Notepad++, Word Press and Sublime Text)
 Proficiency in Photoshop, Illustrator or other visual design and wire-framing tools
 Proficiency in HTML, CSS and JavaScript for rapid prototyping
 Experience working in an Agile/Scrum development process
 Experience with Google Webmaster tools
 Experience with SEO and Payment gateway development

Requirements:
 Proven work experience as a Web Designer
 Demonstrable graphic design skills with a strong portfolio
 Excellent visual design skills with sensitivity to user-system interaction
 Ability to solve problems creatively and effectively
 Up-to-date with the latest Web trends, techniques and technologies
 BS/MS in Human-Computer Interaction, Interaction Design or a Visual Arts subject

Please include a link to your portfolio of work along with your resume. Please include Word Press sample designs
Please provide salary requirements
NO OUT OF STATE CANDIDATES, position to work remotely, however in office time mandated as needed",,Perdue Vision,"Buford, GA",,Unknown,,Unknown,,,Less than $1 million (USD),
Solution Architect - .NET a plus,$10-$26 Per Hour(Glassdoor est.),"Company Summary

Taking care of our customers, our communities and each other. That’s the Travelers Promise. By honoring this commitment, we have maintained our reputation as one of the best property casualty insurers in the industry for over 160 years. Join us to discover a culture that is rooted in innovation and thrives on collaboration. Imagine loving what you do and where you do it.

Target Openings

1

Job Description Summary

Provide architectural guidance, technological recommendations and transition strategies that support the development and implementation of initiatives based on Common Delivery, Services Based Architecture, and Agility for complex and/or multiple projects.

Helping Business Insurance innovative and implement on prem and modern cloud computing solutions to enable our business to leverage technology to solve various problems.

Helping groups understand application architectural patterns and integration approaches. Has the consultative and leadership skills to launch initiatives on a trajectory to success.

The ideal candidate needs to be familiar with design and implementation best practices for applications, servers, and networks. The candidate must possess a unique combination of deep technical skills and business acumen as well as a do-what-it-takes attitude to ensure our business enablement for success.

Business Insurance is looking for a highly motivated Solutions Architect to help accelerate our growing business agenda and digital enablement. This is an excellent opportunity to join Business Insurance architecture working with some of our best and brightest technical teams while also developing your skills and furthering your career within one of the most innovative technology unit in Travelers.

As a Solutions Architect at Business Insurance, you will have the opportunity to help shape and deliver on a strategy to build broad set of technical solution supporting various aspect of critical business functions such as customers interaction, distribution and connectivity, and core underwriting while working directly with our key business stakeholders. Your broad responsibilities will include the following.
Owning the technical solution and ultimate success of capabilities.
Defining implementation architectures, developing a deep expertise in both business process and employed technologies, and obtaining a broad know-how around the existing application and service landscape.
Being a subject matter expert on areas as they related to customers, agents, and internal employee applications. This includes services leveraging technologies such as cloud/containers, machine learning, user interfaces, security, and APIs.
Minimum Qualifications

High School diploma or equivalent required.
5 years of programming/development experience required.
1 year of experience as a technical lead required.

Preferred Qualifications

8+ years design/implementation/consulting experience with distributed applications
4+ years’ experience in at least 3 of the following runtimes: Node.js, Java, .NET Core, Golang, python
4+ years of experience in JavaScript for client side development
4+ years of experience in JavaScript, .NET, or Java for server side development with the ability to learn the others quickly
4+ years of experience in infrastructure architecture, database architecture and networking
Technical degree required

Education, Work Experience, & Knowledge

Intermediate/advanced knowledge of Financial Services Industry and preferable in Insurance
Industry expert in at least one technical domain, vertical and/or platform: Cloud Computing (Containers, Kubernetes/Docker), APIs, Machine Learning, Distributed Systems, etc.
Experience developing large scale application architectures to meet business requirements in complex environments
Experience migrating or transforming legacy customer solutions to the cloud
Demonstrated ability to adapt to new technologies and learn quickly
Presentation skills with a high degree of comfort speaking with executives, IT management, and engineers
Strong written communication skills.
High level of comfort communicating effectively across internal and external organizations.

Environmental / Work Schedules / Other

Travel Required

Employment Practices

Travelers is an equal opportunity employer. We value the unique abilities and talents each individual brings to our organization and recognize that we benefit in numerous ways from our differences.

If you have questions regarding the physical requirements of this role, please send us an email so we may assist you.

Travelers reserves the right to fill this position at a level above or below the level included in this posting.",4.1,"The Travelers Companies, Inc.
4.1","Hartford, CT",,10000+ Employees,1853,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),
Backend Software Developer - JavaScript/AWS/Node,$10-$26 Per Hour(Glassdoor est.),"Job Summary*
We are looking for a back-end developer having hands on experience with NodeJS, and AWS technologies REST API and WebSocket. It is a great opportunity for individuals with AWS Certification as Developer or Architect to work in one of the cutting-edge FinTech companies in the payment industry. As a Back-End Developer, you will be working with us in all aspects of our back-end system, from building new features to improving our existing products.
Job skills*
4+ years of Node JS and software engineering experience
Familiarity with deployment and monitoring of AWS applications
Experience with SOA and web services (REST, JSON, XML)
Complex REST API and WebSocket
Experience with AWS technologies (such as S3, SNS, SQS, Dynamo Db, Step Functions, Lambda, API Gateway, CloudFormation, CloudFront)
Unit and system testing of application code, as well as execution of implementation activities
Good understanding of asynchronous request handling, partial page updates
Proficient understanding of code versioning tools, such as Code Commit, Git
Motivated to build a reliable and scalable services infrastructure
Experience building backend software, preferably in a micro-services style architecture.
Experience building software for payment and financial systems highly preferred
Experience with mobile web and responsive design a plus
Previous experience with 3rd party API integrations such as Payment Processors a plus
Nice to have an AWS Certification as Developer or Architect
Position Requirements*
A BS in Computer Science, Computer Engineering or related field preferred. Proven work experience will be considered in lieu of degree.
You have a do whatever it takes attitude
Strong software engineering and architecture fundamentals
Experience developing production Node.js applications
Object-oriented programming and design
Investigate performance issues and execute optimizations
Translate feature requirements into sound software designs
Experience working collaboratively with a small team
Job Type: Full-time

Pay: $39.00 - $75.00 per hour

Benefits:
Health insurance
Paid time off
Schedule:
8 hour shift
Monday to Friday
Location:
Boca Raton, FL 33487 (Required)
Work authorization:
United States (Required)
This Company Describes Its Culture as:
Innovative -- innovative and risk-taking
Outcome-oriented -- results-focused with strong performance culture
Team-oriented -- cooperative and collaborative
Company's website:
www.buylottonow.com
Benefit Conditions:
Waiting period may apply
Work Remotely:
No",,Buy Lotto Now,"Boca Raton, FL",,,,,,,,
CNO Developer,$10-$26 Per Hour(Glassdoor est.),"Description*
BlackHorse Solutions is seeking motivated individuals ready to take on the challenges of developing full spectrum cyber solutions. Qualified candidates are eager to learn new technologies and the impact of various operational scenarios to the design of any given solution as we press forward with innovative solutions to hard problems in embedded, enterprise, mobile, and web environments in support of computer network operations (CNO) tool and technique development. This role will not necessarily be one to sit on the same project or technology for years. Our internal research and development drive as well as the ever-evolving cyber environment yields a fast paced, diverse problem set for which we design our solutions with the best language and technology for the task.
Job Requirements: *
Bachelor's or above in Computer Science or related field of study.
Experience in C/C++ and Python as well as Assembly, Go, JavaScript, and/or Java.
Familiarity with CNO tool chains to include vulnerability research products and effects, remote access tools, implants, and command and control platforms.
Experience developing Windows and/or Linux/Unix applications
Experience developing packet-level programs with an understanding of transport and application layer protocols.
Understanding of low-level Windows, Linux/Unix, Android, and/or iOS internals.
Understanding of Windows, Linux/Unix, Android, and/or iOS security models.
Understanding of malware detection techniques and technologies.
Comfortable with use of modern IDEs including JetBrains products and Visual Studio.
Comfortable with adherence to code style guides and standards.
Comfortable with git and git branching / code review models.
Active TS/SCI Clearance and U.S. Citizenship required
Desired Experience: *
Offensive Security Certification (OSCP, OSCE, OSEE)
Win32/Linux Kernel Focused Development Experience
Security Clearance Requirements: Applicants selected will be subject to a government security investigation and must meet eligibility requirements. U.S. Citizenship is required.

_We are proud to be an Equal Opportunity/Affirmative Action employer. People seeking employment at BlackHorse Solutions, Inc. are considered without regards to race, color, religion, national origin, age, sex, marital status, sexual orientation, ancestry, genetics, physical or mental disability, or veteran status._

Job Type: Full-time

Schedule:
Monday to Friday
Experience:
Linux/Unix: 2 years (Preferred)
Python: 2 years (Preferred)
C/C++: 2 years (Preferred)
Education:
Bachelor's (Required)
Application Question:
Are you a U.S. Citizen?
Security Clearance Required:
Top Secret (Preferred)
Company's website:
https://www.blackhorsesolutions.com/blackhorse-careers.html
Work Remotely:
Temporarily due to COVID-19",4.5,"BlackHorse Solutions
4.5","Herndon, VA",,Unknown,,Company - Private,,,Less than $1 million (USD),
