Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Per Hour,min_salary,max_salary,avr_salary,javascript,html,css,react,angular,git,node,php,mysql,j2ee,net,new,Remote,State,age
Software Engineer,$49K-$96K (Glassdoor est.),"Business Overview:

As the first and largest specialty pharmacy integrator and accelerator,Shields Health Solutionsis the industry leader in providing innovative and comprehensive care for the nation's chronically ill patient population. Shields builds and manages hospital-owned specialty pharmacies for hospitals and health systems who want to offer coordinated care services for patients with chronic illnesses. Using an integrated approach to patient care through our purpose built software platform, TelemetryRx, our Patient Liaison model, and our back-end clinical support team, Shields is redefining what it means to provide superior, fully-integrated patient care from clinic to pharmacy to patient's homes. Our innovative model and proven results in such a unique industry have led us to be one of the fastest growing healthcare companies in the nation with an immense impact on patients' lives.

Job Purpose:

Shields Health Solutions is looking for a Software Engineer with responsibilities for building a cloud-native application hosted on AWS that will enhance our ability to provide high quality care to our patient population. The engineer is required to deliver software in the full stack, writing code for the web front-end layer, RESTful services layer, and the database layer. The engineer will also create automated test suites in a test-first model to ensure that the software is robust and remains defect-free through maintenance and enhancements.

In addition, the engineer will maintain and enhance existing software for data analytics, while also building up automated test capabilities for legacy applications.

Experience creating and consuming RESTful or SOAP services using Java or C# is a must, as is experience with relational databases and SQL queries. Experience creating web applications using ReactJS, AngularJS, or elm is highly desirable. Must be able to work in an Agile environment with weekly sprints, and follow XP practices of pair-programming and Test Driven Development.

Job Duties:
Deliver full-stack software with web interface layer, services layer, and database layer.
Develop software in Java and elm.
Create and maintain automated unit tests and integration tests in a test-driven development environment.
Work with UI/UX designers to convert designs to user interface implementations.
Pair-develop software with other engineers, and deliver new features as a team.
As needed, enhance existing software that create custom reports to visualize various facets of the pharmacy and prescription data. Build out automated test suites.
Develop SQL queries to satisfy data analysis, application maintenance, and reporting needs.
Identify and correct issues related to query performance, reliability, and scalability.
Work in an Agile environment with weekly sprints in pair programming.
Build integrations with third-parties to link their data to our systems based on standardized formats such as HL7, FHIR, and NCPDP.
Experience/ Education:

Required:
Bachelor's degree from an accredited college or university required with major course work in computer science, or a related field
2+ years of experience of developing commercial-grade software in Java or C#/.Net
1+ years of experience creating and tuning complex SQL queries
Preferred:
1+ years of experience hosting and consuming RESTful or SOAP services
1+ years of experience designing table structures in Relational Database Systems
Proficiency with Spring Framework
Experience developing web front-end using elm or Javascript (ReactJS, AngularJS, BackboneJS, KnockoutJS, JQuery), and HTML and CSS
Experience with functional languages like LISP, Scheme, Haskell
Experience with test-driven development process, with proficiency in developing unit tests, integration tests, and black-box tests
Experience deploying software using CI/CD tools (Jenkins, Chef, Concourse, Kubernetes)
Experience with a cloud-native platform like Netflix Open Source, AWS Elastic Beanstalk, or Pivotal Cloud Foundry
Experience working in the Healthcare domain
Experience with pharmacy systems
Experience with Windows as well as Linux environments
Job Posted by ApplicantPro",4.5,"Shields Health Solutions
4.5","Stoughton, MA",,501 to 1000 Employees,2012.0,Company - Private,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),,0,49,96,72.5,1,1,1,1,1,0,0,0,1,0,1,Shields Health Solutions,0,MA,8.0
Staff Software Engineer,$49K-$96K (Glassdoor est.),"Staff Software Engineer
Location


Carlsbad, CA

Internal Req ID

3750169

Division


HM Electronics

Apply Now

HME is a company that connects people. We deliver the right information to the right people at the right time to make business communication effortless.

We are currently recruiting for a Staff Software Engineer / UI / Webpage Developer who can develop software and network applications that enhance HME’s product line. You will take leadership in the development of applications that provide the functionality to HME products, with an emphasis on real-time, multitasking designs.

What you will do in this position:

Design and Development of Firmware and Software Applications
Design firmware for embedded systems and/or software intended for minicomputers and cloud
Work independently and with fellow senior engineers on the development of new complex firmware/software projects
Work independently on and completely designs, tests, documents, and helps guide clearly defined firmware/software projects
Attend design team meetings to provide input into the overall software architecture of a project
Provide project development effort and schedule estimates during project planning stages
Participate in an Agile team and provides mentoring and leadership to others on the process
Participate in the evaluation of new software technologies to be applied to future HME products
Documentation, Coding, Testing, and Review
Participate in identifying and defining requirements and specifications for a given firmware/software project
Assist in documenting and reviewing overall architecture and individual objects (modules) for a given firmware/software project
Define and performs both unit and system tests on components and objects of a given firmware/software project
Use test tools such as debuggers, emulators, and test plans to unit and system test software applications to debug and validate them
Sustaining Engineering Support
Support Sustaining Engineering in solving design errors and/or modifications of existing released products
Investigate and resolve customer problems based on business priority
Correct and document software as necessary to fix problems with released software applications
Become thoroughly acquainted with current as well as future HME projects
Provide leadership and advice to more junior software engineers regarding the design and development of other projects
What you need to succeed in this position:
Must have 5+ years of C/CC++ coding for both host and cross compiler-based applications.
Must have 5+ years of full-stack web-based UI application development experience.
You are comfortable with client-side UI front-end design as well as server-side back-end support.
Must have 3+ years’ experience with designing and developing web applications using node and react.js on embedded Linux based devices
Web page development using HTML5/JavaScript/CSS
SQL knowledge in general, specifically PostgreSQL experience.
C/C++ coding for both host and cross compiler-based applications, a plus
Mobile applications development experience, a plus
Knowledge of embedded architecture and embedded application development.
Ability to debugging software on either PC host platforms or embedded hardware using debuggers, emulators, etc.
Proficient in communication and writing skills, with the ability to design in a group/ collaborative setting.
Experience
7+ years related field
Education
BA or BS (college graduate) – required
About HME

Five companies. One family name. The HME family of companies is the leading provider of clear, reliable communication solutions for a variety of niche markets; from world-famous restaurant chains to major television networks and global live events to military, aerospace, and government applications - HME products are preferred in 100+ countries.

We are committed to building a company where highly talented, challenge-hungry people thrive. You will have the opportunity to learn and grow while making a real contribution to our product. Our benefits package includes tuition reimbursement; 3 weeks paid vacation you the first year, paid holidays, medical, vision, and dental coverage, life insurance, and 401K contributions.

Physical Demands & Work Environment

The physical demands and work environment described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.

While performing the duties of this job, the employee is frequently required to use hands to handle or manipulate objects. The employee is regularly required to talk or hear, stand, walk, sit, work with computer and office equipment, machinery, or electrical tools, and reach with hands and arms. The employee is occasionally required to climb or balance, and stoop, kneel, crouch, or crawl.

The position requires frequent contact outside the department or company and the noise level in the work environment is usually quiet to moderate with occasional loud noise. The employee occasionally works near moving mechanical parts, works in high, precarious places, is exposed to fumes and/or airborne particles, toxic or caustic chemicals, outdoor weather conditions, and is regularly at risk of electric shock.
About HME

Five companies. One family name. The HME family of companies is the leading provider of clear, reliable communication solutions for a variety of niche markets; from world-famous restaurant chains to major television networks and global live events to military, aerospace, and government applications - HME products are preferred in 100+ countries.",3.5,"HM Electronics
3.5","Carlsbad, CA",,501 to 1000 Employees,1971.0,Company - Private,Electrical & Electronic Manufacturing,Manufacturing,$100 to $500 million (USD),,0,49,96,72.5,1,1,1,1,0,0,1,0,1,0,0,HM Electronics,0,CA,49.0
Software Engineer-Sg2,$49K-$96K (Glassdoor est.),"When you’re the best, we’re the best. We instill an environment where employees feel engaged, satisfied and able to contribute their unique skills and talents. We provide extensive opportunities for personal and professional development, building both employee competence and organizational capability to fuel exceptional performance now and in the future.

Summary:

Sg2, a Vizient company, revolutionized the understanding of future health care demand with the introduction of the Impact of Change forecast in 2001. Today, Sg2 is the industry’s premier health care strategy advisory firm, helping organizations solve for the challenge of achieving smart growth by leveraging our unique combination of insights, expertise, and analytics. Learn more about Sg2 at www.sg2.com .

In this role, you will design and develop new features/tools to support our industry leading health care analytics software. You will also support and maintain existing products for growth and development of Sg2, while serving as a mentor to others.

Responsibilities:

Deliver quality software releases on time in an Agile environment.
Promote implementation of software development best practices.
Drive innovation across software development team.
Identify technical improvement opportunities in current software programs to optimize performance and efficiency for internal and external customers.
Develop strong working relationships with other teams such as Quality Assurance, Product Management, Data Science and Operations.

Qualifications:

Relevant degree preferred.
2 or more years of relevant experience in software development required.
Strong technical skills in Python, Javascript, SQL, C# required.
Knowledge of object-oriented concepts, design patterns and their implementation in C# preferred.
Strong understanding of common web architectures and health care domain preferred.
Additional knowledge of Databricks, Azure Data Factory, MVC and continuous integration a plus.
Demonstrated ability to work in a team environment that requires quick turnaround and quality output.

#LI-BH

#IDS

Equal Opportunity Employer: Females/Minorities/Veterans/Individuals with Disabilities

The Company is committed to equal employment opportunity to all employees and applicants without regard to race, religion, color, gender identity, ethnicity, age, national origin, sexual orientation, disability status, veteran status or any other category protected by applicable law.",4.0,"Vizient, Inc.
4.0","Skokie, IL",,1001 to 5000 Employees,1977.0,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),,0,49,96,72.5,1,0,0,0,0,0,0,0,1,0,0,"Vizient, Inc.",0,IL,43.0
Software Design Engineer,$49K-$96K (Glassdoor est.),"Idea Entity, a Microsoft Gold Partner, is looking for a Software Design Engineer who will assume a key role on our team. This role has responsibility for understanding our platform that enables organizations to digitally transform their business processes through portals, dashboards, and workflows.

Your responsibilities:

Be a collaborative team player to define, design, develop, test, deploy, and support software
Actively communicate with your manager and team
Bring creative and innovative thinking to your work
Maintain code integrity and organization
Manage your project priorities, deadlines, and deliverables

Required Experience, Skills and Qualifications

Good knowledge of HTML5 and CSS3, JavaScript/JQuery, C#.
Good understanding of client-side scripting.
Proficient understanding of cross-browser compatibility issues and ways to work around them.
Good Knowledge on Web Performance optimization methods
Good understanding of SEO principles and ensuring that application will adhere to them.
Conceptual understanding of User Interface Design and the Design Process.
Excellent time-management and multi-tasking.
Capable of juggling multiple projects and related complexities at the same time.
Nice to have knowledge on AWS/Azure Web Services

Desired Experience:

Good eye for aesthetics: layout, grid systems, color theory and typography.
Good design skills.
Understanding of the limitations of web and mobile, with approaches/ideas to flex those boundaries.
Candidate must absolutely be in sync with recent UI Design/Development standards and trends.
Should be responsible for developing best-in-class consumer experiences (user interface designs, interaction models, prototypes, etc.) in a fast-paced, agile, start-up-like environment.
Must be responsive, flexible, and able to succeed within an open and collaborative peer environment.
Self-starter, that is, able to collaborate actively with others in a cross-functional team
Should be self-driven with basic guidance.

Nice to have:

Experience in designing and building web services, SQL Databases, and cloud based architectures
Working experience coding, using and designing REST APIs
Experience with cloud based services (Azure, AWS, etc.)
Interest and ability to learn other coding languages as needed
MCTS or MCPD certifications
BA/BS in related discipline (computer science, etc.) preferred, demonstrated skills and experience will take precedence over education.
Veterans Preferred
Members of the Military leaving active duty preferred..
Applicants excited to learn and have in interest in programming are welcome to apply.",3.3,"Idea Entity
3.3","Peoria, IL",,1 to 50 Employees,2006.0,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),,0,49,96,72.5,1,1,1,0,0,1,0,0,1,0,0,Idea Entity,0,IL,14.0
Software Engineer,$49K-$96K (Glassdoor est.),"Your Opportunity

""Every day we set the highest standard in student living. And the next day, we beat it."" – Us

Scion is paving a path in student living and we're seeking a skilled Software Engineer to join our Business Intelligence team in executing this vision. This role will design, develop and implement tools to automate processes and synthesize analytics.

If you are curious, innovative and driven to optimize technology and you believe you will bring a unique perspective to Scion – we want you!

You'll work in a fast-paced, agile environment alongside a small, but mighty team of Software and Data Engineers. The role demands persistence, well-honed software engineering skills, and a strong work ethic.

Your Responsibilities

Create clean, maintainable, scalable, and well-tested code.
Collaborate with team members to devise successful technical solutions.
Create and maintain elegant web-based user interfaces and reporting dashboards.
Manage the complete software development process from conception to deployment.
Maintain and upgrade software, as necessary.
Integrate with third-party services and APIs as necessary to fulfill business objectives.
Synthesize and analyze large datasets to highlight key business indicators.

Technologies we Utilize

Ruby on Rails
PostgreSQL, Snowflake
React, Alpine.js, ES6, Webpack
Tailwind CSS, Material-UI
RSpec
Sidekiq
Redis
Git / GitHub
Heroku / AWS
DBT – data build tool

The responsibilities listed above may not be all inclusive.

Qualifications

1+ years of experience developing with Ruby on Rails
2+ years of experience developing with JavaScript and modern front-end web frameworks
Strong understanding of SQL and writing analytical queries
Familiar with designing, implementing and integrating service-oriented REST APIs
A solid understanding of web security, session management, and caching
Familiarity with AWS, Heroku or similar cloud-based infrastructure
Strong excel fundamentals
Excellent written and communication skills
Strong problem-solving skills; attentive to detail
Self-motivated and self-structured; great with time management skills
Successful execution of multiple projects and priorities simultaneously

Operational Details

Job location is based at Scion headquarters in Chicago, IL
Working hours are general daytime business hours

Your Benefits

Health Insurance
Dental Insurance
Vision Insurance
401k Matching
Paid Maternity Leave
FLSA Status
Discretionary annual EOY bonus
Paid Time Off

Who is Scion?

At The Scion Group, we're changing what student housing means. It's bigger than beds and buildings. It's about providing unique experiences and creating communities — both on and off campus — that feel less like a place and more like a home. As one of North America's leading owners, operators and advisors of student housing, we are defining the future of student living.

Taking the student housing industry by storm starts by surrounding yourself with the right people. We want trail blazers and risk takers. Go-getters and game changers. We want dreamers and doers. From operations to accounting, advisory to finance, we're building a team to help us take student living to the next level.

At Scion, we don't just lead the way, we Make Way. How do we do it? We know we're far from perfect and we're relentless in finding ways to better ourselves. You'll come to find out that Make Way is a call to action to pave your own path and to lead, not follow. It's what sets Scion apart and secures our spot as one of the fastest growing, industry-leading companies.

The Scion Group LLC provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, religion, creed, national origin, color, gender, sex, sexual orientation, gender identity or expression, age, physical or mental disability (as long as the employee/applicant is otherwise qualified for the job with or without a reasonable accommodation), genetic information, HIV/AIDS status, marital status, uniformed service, veteran status, pregnancy or other legally protected status or category under federal or state law. The Scion Group LLC complies with applicable state and local laws governing nondiscrimination in employment in all locations in which the Company has properties. This policy applies to all terms and conditions of employment, including hiring, placement, promotion, termination, layoff, recall, transfers, leaves of absence, compensation, training and other terms and conditions of employment. The Scion Group LLC is committed to the principles of equal employment opportunities.

IND4",3.5,"The Scion Group
3.5","Chicago, IL",,51 to 200 Employees,,Company - Private,Consulting,Business Services,$10 to $25 million (USD),,0,49,96,72.5,1,0,1,1,0,1,0,0,1,0,0,The Scion Group,0,IL,
Senior Software Developer,$53K-$81K (Glassdoor est.),"Job Description*
Take Three Technologies, a company focused in the financial technology sector, is looking for a Senior .NET Developer to join our team and grow our cloud-based technologies. In this position, you will be working on mortgage industry products and solutions, so experience working on financial or mortgage related technologies is preferred.

Take Three Technologies believes in our employees! We like to promote from within and it shows.

We offer competitive pay with potential for bonuses, medical benefits starting as low as $25 (per pay period), dental & vision benefits, FREE Life,AD&D and LTD Insurance as well as supplemental benefits such as Accident Insurance and Critical Illness coverage. Our Medical Insurance has awesome features like Telemedicine and Employee Assistance Programs. We also offer free parking or an RTD Pass or a monthly parking reimbursement (set limits).

We are located near downtown Denver in the Golden Triangle neighborhood close to the Denver Art Museum and Civic Center Park. Our location in this vibrant community offers many great restaurants and parks all within walking distance.
Responsibilities: *
Work with a variety of .NET-based technologies, including software built on ASP.NET 4.7 and ASP.NET Core 2
Design/interact with Microsoft SQL database tables and build logical table relationships
Build intuitive user interfaces with a focus on providing the best user experience
Communicate with vendors with both new and existing integrations
Participate in weekly team meetings and communicate effectively
Manage software deployments during maintenance windows and ensure updates are deployed without issue
Interact with our product managers on a daily/weekly basis to understand development requirements
Provide insights into new ideas and technologies that could benefit the team or our product
Manage your story and bug tickets in the JIRA ticketing system by providing clear and concise comments on a daily basis and log time worked on activities
Work independently on tasks and assist team members (or request assistance) as needed
Experience Required: *
ASP.NET MVC framework
JavaScript and jQuery
Cascading Style Sheets (CSS)
Entity Framework
Microsoft SQL Server
Web API Design Fundamentals
JSON and XML formats
Background in development of new applications (concept to release)
Additional Preferred Experience : *
Experience with the following frameworks/libraries:
Knockout.js
Bootstrap
Dapper ORM
Familiarity with Xamarin Forms
Background with cloud services/architecture (with a focus on AWS)
Understanding of the MISMO standard
Job Type: Full-time

Pay: $90,000.00 - $100,000.00 per year

Benefits:
Dental insurance
Flexible spending account
Health insurance
Life insurance
Paid time off
Vision insurance
Schedule:
Monday to Friday
Experience:
Software Development: 5 years (Preferred)
Location:
Denver, CO 80204 (Preferred)
Relocation Assistance Provided:
No
Benefit Conditions:
Waiting period may apply
Work Remotely:
No
COVID-19 Precaution(s):
Remote interview process
Personal protective equipment provided or required
Social distancing guidelines in place
Sanitizing, disinfecting, or cleaning procedures in place",,Take Three Techologies,"Denver, CO",,,,,,,,,0,53,81,67.0,1,0,1,0,0,0,0,0,1,0,1,Take Three Techolo,0,CO,
Senior Software Engineer,$53K-$81K (Glassdoor est.),"Senior Software Engineer - Job Description*
Job Overview*
CareClix, one of the top telemedicine platforms in the nation, is expanding and is looking to bring on a Senior Software Engineer and full-stack developer. This is a senior all-rounder developer who has knowledge of the implementation of Front-end and Back-end. This position involves both the management and development skills needed to develop and support our software from top to bottom.
Essential Functions*
Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.
Prepares and installs solutions by determining and designing system specifications, standards, and programming.
Manage and support software engineers (onshore and offshore) by providing technical advice and organizational support.
Handle all the use cases, edge cases and develop the schema for the database.
Write clean, maintainable and efficient code
Design and maintain scalable infrastructure leveraging modern cloud platforms
Provide regular status updates on project deliverables
Follow best practices (test-driven development, continuous integration, SCRUM, refactoring, code standards)
Able to react to change productively and handle other essential tasks as assigned
Develop the required APIs for new features as needed
Competencies*
Excellent verbal and written communication skills
Clear organizational skills
An ability to adapt to changing demands in a fast-paced environment
Experience working on collaborative engineering teams
Excellent communication and time management skills
Requirements: *
Computer Science degree or equivalent preferred.
Minimum 5+ years development experience.
Proven record working with HTML, Javascript application development, NodeJS framework.
Experience of REST APIs.
Understanding of Relational Databases, bonus points for POSTGRESQL.
Experience with AWS, Docker, and microservices.
Proficient in Open source technologies
Physical Demands*
The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. While performing the duties of this job, the employee is regularly required to talk or hear. The employee frequently is required to stand; walk; use hands to finger, handle or feel; and reach with hands and arms.
Position Type/Expected Hours of Work*
This is a full-time position. This position regularly requires long hours and frequent weekend work.
Other Duties*
Please note this job description is not designed to cover or contain a comprehensive listing of activities, duties or responsibilities that are required of the employee for this job. Duties, responsibilities and activities may change at any time with or without notice.

Job Type: Full-time

Pay: $118,000.00 - $129,000.00 per year

Benefits:
Dental insurance
Health insurance
Paid time off
Professional development assistance
Vision insurance
Schedule:
Monday to Friday
Experience:
Software Development: 5 years (Required)
Education:
Bachelor's (Required)
Application Question:
Do you have aroven record working with HTML, Javascript application development, NodeJS framework; experience of REST APIs; and an understanding of Relational Databases (bonus points for POSTGRESQL)?
Work Location:
One location
This Company Describes Its Culture as:
Aggressive -- competitive and growth-oriented
Outcome-oriented -- results-focused with strong performance culture
This Job Is:
A job for which military experienced candidates are encouraged to apply
A “Fair Chance” job (you or the employer follow Fair Chance hiring practices when performing background checks)
Company's Facebook page:
https://www.facebook.com/CareClix
Schedule::
Monday to Friday
Work Remotely:
Temporarily due to COVID-19",,CareClix,"Alexandria, VA",,1 to 50 Employees,,Company - Public,,,Less than $1 million (USD),,0,53,81,67.0,1,1,0,1,0,0,1,0,1,0,0,Care,0,VA,
Backend Developer,$53K-$81K (Glassdoor est.),"*Qualifications/Experience: *
* Experience with databases SQL, NoSQL
* Deep knowledge of Node, JavaScript, Minimum 3 years
* Experience with scaling backend of large-scale applications
* Algorithms

*Nice to have: *
* Experience with audio, video conferencing, WebRTC
* Experience with Docker, AWS
* Telecommunications knowledge

*Required: *
* Bachelor’s degree in Computer Science or equivalent work experience

*Preferred: *

* Master’s degree

*Company Benefits: *
* Competitive Compensation.
* Medical, Dental, and Vision Coverage.
* Life Insurance options and Simple IRA financial plans.
* On-site gym.
* Professional Development Opportunities.

Job Type: Full-time

Pay: $80,000.00 - $100,000.00 per year

Benefits:
* 401(k)
* Dental insurance
* Flexible schedule
* Health insurance
* Paid time off
* Vision insurance
Schedule:
* Monday to Friday

Experience:
* Java: 3 years (Preferred)
* APIs: 1 year (Preferred)
* Node.js: 3 years (Preferred)
* AWS: 3 years (Preferred)
* Docker: 3 years (Preferred)
* SQL: 2 years (Preferred)
* NoSQL: 2 years (Preferred)",4.0,"Griffin Global Systems
4.0","Denver, CO",,1 to 50 Employees,,Contract,,,Less than $1 million (USD),,0,53,81,67.0,1,0,0,0,0,0,1,0,1,0,0,Griffin Global Systems,0,CO,
Section 508 Test Engineer/Coordinator,$53K-$81K (Glassdoor est.),"Description

Job Description:

Job Summary

Leidos Government Health & Safety Solution Group in Windsor Mill, MD in support of the End User Centric IT Support (ECIS) Contract for Centers for Medicare and Medicaid Services (CMS) is looking to improve and advance the organization. Our program is focused on the delivery of end-user centric IT technology solution to our customer CMS where we are challenged to provide ongoing innovative and seamless experience while using CMS systems, applications and solutions, provide proactive secure development of IT integrations, concepts, and designs across the CMS enterprise and integrate end-user computing devices, conference room technology, infrastructure hardware and software, and user applications into a streamlined and seamless experience across the CMS user base. We fosters a positive end-user experience while ensuring protection of the data.

The ideal candidate for the Section 508 Test Engineer/Coordinator role will have administrative and section 508 testing experience. Able to use appropriate test tools and methodologies to execute functional, integration, and data verification tests. The ideal candidate will work with internal teams, vendors, and the customer to develop, understand, and communicate test results and schedule, perform testing and evaluation of software to ensure its compliance with the rules and regulations set under section 508. The role requires strong knowledge of software verification and validation best practices and section 508 testing methods to ensure deployment of high quality and compliant software while utilizing an agile development process.

Primary Responsibilities

Under the direction of the Product Manager, and Test Engineering Lead, you will be responsible, to include, but not limited to:

Involved in the control, planning and monitoring of testing activities.
Work with stakeholders to establish and maintain a consistent test methodology and to resolve questions during the testing process.
Put into place and/or verify access to the test environment provided before test executions.
Schedule the test executions and report on progress, quality status, and results.
Provide guidance to the test team, vendors, business owner’s, and other stakeholders
Logs, tracks, and verifies tested applications, and provide status reports as requested.
Analyze business requirements and user stories for correctness and testability.
Have a fair understanding of assistive technologies used by people with disabilities
Provide policy and process support to the entire project team to develop, maintain, and improve compliance with the federal government's Section 508 program.
Be the go-to resource for compliance with Section 508 Laws and Web Content Accessibility Guidelines (WCAG) and ensure compliance, ease, efficiency, and effectiveness to use for specific audiences.
Assess, analyze, and identify areas of concern for Section 508 non-compliance of products.
Attend scrum, Kanban, and other agile ceremonies such as daily standups, retrospectives, backlog grooming, and others to discuss preparation, determination and findings relative to Section 508 compliance.
Display an astute understanding of the process and documentation, test approach and management plan requirements regulated by the customer.
Display technical competence and strong organizational skills while multitasking.
Manage the relationship with the customer and all stakeholders
Report and escalate to management as needed

Basic Qualifications:

Bachelor’s Degree with 4 – 6 years of experience in coordination and/or section 508 testing or Master’s Degree in relevant field with 2 - 3 years of prior relevant experience. Experience may be substituted in lieu of degree.
Excellent customer-facing and internal communication skills
Excellent written and verbal communication skills
Solid organizational skills including attention to detail and multitasking skills
Strong working knowledge of Microsoft Office
Knowledge and experience of WCAG 2.0/2.1, Section 508, and ADA standards.
Knowledge and experience working with applications such as JAWS, NVDA, Voiceover, Dragon Naturally Speaking
Must have hands-on experience performing both functional and non-functional testing on Windows and Apple platforms.

All candidates supporting the CMS programs must have lived in the United States at least three (3) out of the last five (5) years prior in order to be considered.

Preferred Qualifications

Extensive knowledge of CSS, JavaScript, HTML, and Accessible Rich Internet Applications (ARIA).
Experience with tools such as WAVE, ANDI, aXe, Zoomtext, Kurzweil, CommonLook, etc.

External Referral Bonus:
Eligible

Potential for Telework:
No

Clearance Level Required:
Public Trust

Travel:
No

Scheduled Weekly Hours:
40

Shift:
Day

Requisition Category:
Professional

Job Family:
Testing and Quality Assurance

Leidos is a Fortune 500® information technology, engineering, and science solutions and services leader working to solve the world’s toughest challenges in the defense, intelligence, homeland security, civil, and health markets. The company’s 38,000 employees support vital missions for government and commercial customers. Headquartered in Reston, Va., Leidos reported annual revenues of approximately $11.09 billion for the fiscal year ended January 3, 2020. For more information, visit www.Leidos.com.

Pay and benefits are fundamental to any career decision. That's why we craft compensation packages that reflect the importance of the work we do for our customers. Employment benefits include competitive compensation, Health and Wellness programs, Income Protection, Paid Leave and Retirement. More details are available here.

Leidos will never ask you to provide payment-related information at any part of the employment application process. And Leidos will communicate with you only through emails that are sent from a Leidos.com email address. If you receive an email purporting to be from Leidos that asks for payment-related information or any other personal information, please report the email to spam.leidos@leidos.com.

All qualified applicants will receive consideration for employment without regard to sex, race, ethnicity, age, national origin, citizenship, religion, physical or mental disability, medical condition, genetic information, pregnancy, family structure, marital status, ancestry, domestic partner status, sexual orientation, gender identity or expression, veteran or military status, or any other basis prohibited by law. Leidos will also consider for employment qualified applicants with criminal histories consistent with relevant laws.",3.7,"Leidos
3.7","Baltimore, MD",,10000+ Employees,1969.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),,0,53,81,67.0,1,1,1,0,0,0,0,0,1,0,0,Leidos,0,MD,51.0
"Software Engineer, Front End",$53K-$81K (Glassdoor est.),"Are you passionate about building intuitive web experiences for mapping and geospatial data? Do you want to help create massive, planet-scale experiences touching billions of users? Niantic's Engineering Team is seeking a Software Engineer to build intuitive web applications that let millions of users view, submit, and review data on the planet's most interesting locations. You will work with a diverse team of mobile and server developers to gather and display geolocation data at scale. You will be a part of Niantic Engineering, which leads the advancement of AR and other immersive technologies while crafting engaging apps for a user base in the billions.

Responsibilities
You will design and implement full-stack web features in Java and Javascript, particularly for web mapping applications.
You will build well-designed, reusable front-end systems that can be shared across Niantic's web applications.
You will collaborate with other engineers, product managers, operations, marketing, and other departments to ensure code and technology meets internal standards.
You will participate in code reviews, write unit tests, and conduct troubleshooting to ensure uptime for live systems.
Qualifications
You have a BS, MS or PhD in Computer Science or other technical major, or equivalent experience.
You have experience with Javascript and web frameworks, particularly in Angular2.
Minimum 5+ years of experience.
Plus If
You have created web applications involving manipulation of geospatial, customer management, or analytics data.
You have worked on websites that are cross-device and browser compatible.
You have experience with server-side technologies, such as Java or Python.
You have experience in the advertising industry.
You thrive in a rigorous engineering environment, and have an eye for detail.
You're eager to work in an agile, fast-growth environment.
Join the Niantic team!


Niantic is the world's leading AR technology company, sparking creative and engaging journeys in the real world. Our products inspire outdoor exploration, exercise, and meaningful social interaction.

Originally formed at Google in 2011, we became an independent company in 2015 with a strong group of investors including Nintendo, The Pokémon Company, and Alsop Louie Partners. Our current titles include pioneering global-control game Ingress, record-breaking AR game Pokémon GO, and recently released third title, Harry Potter: Wizards Unite.

Niantic is an Equal Opportunity employer. We believe that cultivating a workplace where our people are supported and included is essential to creating great products our community will love. Our mission emphasizes seeking and hiring diverse voices, including those who are traditionally underrepresented in the technology industry, and we consider this to be one of the most important values we hold close.

We're a hard-working, fun, and exciting group who value intellectual curiosity and a passion for problem-solving! We have growing offices located in San Francisco, Sunnyvale, Bellevue, Los Angeles, London, Tokyo, Hamburg, and Zurich.",4.0,"Niantic
4.0","Seattle, WA",,501 to 1000 Employees,2011.0,Company - Private,Video Games,Media,Unknown / Non-Applicable,,0,53,81,67.0,1,0,0,0,1,0,0,0,1,0,0,Niantic,0,WA,9.0
